Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2980,0;0,00;22523041970;7563923;0,00;2975,0;2985,0;2950,0;2977,69;ECOPETROL;EQTY
PFBCOLOM;41300,0;0,34;15166446820;368380;140,00;41120,0;41440,0;40800,0;41170,66;BANCO BANCOLOMBIA;EQTY
EXITO;17500,0;-0,11;14828531020;849597;-20,00;17500,0;17500,0;17420,0;17453,61;EXITO;EQTY
CNEC;12240,0;3,90;9696323540;795720;460,00;11780,0;12260,0;11780,0;12185,6;CANACOL ENERGY LTD;EQTY
HCOLSEL;14653,0;0,14;8802900000;600000;21,00;14690,0;14690,0;14653,0;14671,5;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
PFAVAL;1290,0;1,18;6931852650;5426455;15,00;1275,0;1300,0;1275,0;1277,42;GRUPO AVAL ACCIONES Y VALORES;EQTY
GRUPOSURA;34280,0;0,23;6059486020;176868;80,00;33900,0;34620,0;33860,0;34259,93;GRUPO SURA;EQTY
ISA;18960,0;-1,25;5233391700;274250;-240,00;19000,0;19200,0;18940,0;19082,56;ISA INTERCONEXION ELECTRICA;EQTY
BCOLOMBIA;38900,0;-0,56;3966312240;101997;-220,00;39060,0;39060,0;38800,0;38886,56;BANCO BANCOLOMBIA;EQTY
NUTRESA;25360,0;0,71;1825413540;72357;180,00;25180,0;25360,0;25160,0;25227,88;GRUPO NUTRESA;EQTY
GRUPOARGOS;17200,0;1,06;1433253840;82706;180,00;17460,0;17460,0;17120,0;17329,5;GRUPO ARGOS;EQTY
BOGOTA;73100,0;2,52;1281687800;17604;1800,00;71300,0;73100,0;71300,0;72806,62;BANCO DE BOGOTA;EQTY
CEMARGOS;7640,0;-0,39;1256386400;163489;-30,00;7740,0;7740,0;7640,0;7684,84;CEMENTOS ARGOS;EQTY
PFAVH;1650,0;4,10;1067778595;655152;65,00;1595,0;1650,0;1595,0;1629,82;AVIANCA HOLDINGS S.A.;EQTY
GEB;2145,0;0,47;824179195;385450;10,00;2135,0;2145,0;2135,0;2138,23;GRUPO ENERGIA BOGOTA;EQTY
TERPEL;11100,0;3,54;678146700;61097;380,00;11080,0;11100,0;11080,0;11099,51;ORGANIZACION TERPEL;EQTY
PFDAVVNDA;41420,0;-0,19;581541380;14089;-80,00;41500,0;41500,0;41020,0;41276,27;BANCO DAVIVIENDA;EQTY
CORFICOLCF;27000,0;0,07;522045000;19335;20,00;27000,0;27000,0;27000,0;27000,0;CORFICOLOMBIANA;EQTY
CLH;4495,0;1,01;381049940;84812;45,00;4485,0;4495,0;4485,0;4492,88;CEMEX LATAM HOLDINGS;EQTY
ELCONDOR;1300,0;0,00;322320120;250000;0,00;1280,0;1300,0;1280,0;1289,28;EL CONDOR;EQTY
PFGRUPSURA;32340,0;1,06;294329300;9103;340,00;32360,0;32360,0;32300,0;32333,22;GRUPO SURA;EQTY
MINEROS;3095,0;3,00;260743150;86610;90,00;3000,0;3095,0;3000,0;3010,54;MINEROS;EQTY
GRUPOAVAL;1265,0;0,40;222693145;176861;5,00;1260,0;1265,0;1250,0;1259,14;GRUPO AVAL ACCIONES Y VALORES;EQTY
PROMIGAS;7200,0;1,41;205920000;28600;100,00;7200,0;7200,0;7200,0;7200,0;PROMIGAS;EQTY
CELSIA;4500,0;0,33;197605470;43986;15,00;4415,0;4500,0;4415,0;4492,46;CELSIA;EQTY
ICOLCAP;16148,0;-0,07;116831250;7235;-12,00;16148,0;16148,0;16148,0;16148,06;FONDO BURSATIL ISHARES COLCAP;EQTY
BVC;12080,0;0,67;100022800;8246;80,00;12100,0;12180,0;12080,0;12129,86;BOLSA DE VALORES DE COLOMBIA;EQTY
ETB;253,0;1,20;40726457;165910;3,00;245,0;253,0;243,0;245,47;ETB;EQTY
GRUBOLIVAR;64100,0;0,12;32050000;500;80,00;64100,0;64100,0;64100,0;64100,0;GRUPO BOLIVAR;EQTY
PFGRUPOARG;14660,0;1,95;15856160;1084;280,00;14660,0;14660,0;14660,0;14627,45;GRUPO ARGOS;EQTY
PFCORFICOL;0,0;0,00;11479080;509;0,00;0,0;0,0;0,0;22552,22;CORFICOLOMBIANA;EQTY
CONCONCRET;0,0;0,00;6442255;12517;0,00;0,0;0,0;0,0;514,68;CONCONCRETO S.A;EQTY
PAZRIO;0,0;0,00;5880000;840000;0,00;0,0;0,0;0,0;7,0;ACER. PAZ DEL RIO;EQTY
COLTEJER;0,0;0,00;35870;34;0,00;0,0;0,0;0,0;1055,0;COLTEJER;EQTY
