Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2750,0;0,92;24156252695;8800900;25,00;2725,0;2765,0;2725,0;2744,75;ECOPETROL;EQTY
ICOLCAP;15600,0;1,17;17954370876;1152848;180,00;15522,0;15600,0;15522,0;15573,93;FONDO BURSATIL ISHARES COLCAP;EQTY
PFBCOLOM;43400,0;0,93;17063144360;391208;400,00;43300,0;43860,0;43280,0;43616,55;BANCO BANCOLOMBIA;EQTY
PFDAVVNDA;42000,0;0,96;15241730320;363027;400,00;41960,0;42920,0;41140,0;41985,11;BANCO DAVIVIENDA;EQTY
NUTRESA;25520,0;0,08;14461866500;576539;20,00;25300,0;25520,0;25000,0;25083,93;GRUPO NUTRESA;EQTY
EXITO;17240,0;0,23;12431017720;721244;40,00;17220,0;17240,0;17120,0;17235,52;EXITO;EQTY
BCOLOMBIA;40600,0;1,50;11755786540;289306;600,00;40760,0;40760,0;40420,0;40634,44;BANCO BANCOLOMBIA;EQTY
ISA;18000,0;3,45;9814734760;548079;600,00;17500,0;18280,0;17280,0;17907,52;ISA INTERCONEXION ELECTRICA;EQTY
GRUPOSURA;32220,0;0,69;8279230260;257028;220,00;32540,0;32540,0;32020,0;32211,39;GRUPO SURA;EQTY
GRUPOARGOS;15820,0;0,38;5091110720;318151;60,00;16000,0;16360,0;15820,0;16002,18;GRUPO ARGOS;EQTY
PFAVAL;1235,0;0,41;3947063125;3174858;5,00;1240,0;1260,0;1235,0;1243,23;GRUPO AVAL ACCIONES Y VALORES;EQTY
CEMARGOS;7260,0;1,11;3586560500;494471;80,00;7250,0;7280,0;7220,0;7253,33;CEMENTOS ARGOS;EQTY
CORFICOLCF;26500,0;3,52;2328029860;89105;900,00;26000,0;26500,0;25960,0;26126,82;CORFICOLOMBIANA;EQTY
CELSIA;4420,0;1,73;1492680070;339667;75,00;4345,0;4420,0;4335,0;4394,54;CELSIA;EQTY
PFGRUPSURA;30440,0;2,28;1471541560;48537;680,00;30340,0;30440,0;29900,0;30317,93;GRUPO SURA;EQTY
GEB;2120,0;0,95;1437581930;678898;20,00;2115,0;2120,0;2115,0;2117,52;GRUPO ENERGIA BOGOTA;EQTY
CLH;4395,0;0,00;1353021230;306476;0,00;4400,0;4450,0;4385,0;4414,77;CEMEX LATAM HOLDINGS;EQTY
PFGRUPOARG;13420,0;1,67;682234300;50807;220,00;13460,0;13680,0;13400,0;13427,96;GRUPO ARGOS;EQTY
PFAVH;1460,0;-2,67;380028125;257656;-40,00;1495,0;1500,0;1460,0;1474,94;AVIANCA HOLDINGS S.A.;EQTY
BOGOTA;70200,0;2,30;374248800;5338;1580,00;70200,0;70200,0;69800,0;70110,3;BANCO DE BOGOTA;EQTY
PFCEMARGOS;6350,0;4,44;253176120;39970;270,00;6370,0;6370,0;6260,0;6334,15;CEMENTOS ARGOS;EQTY
CNEC;12160,0;-0,82;227186260;18650;-100,00;12220,0;12220,0;12160,0;12181,57;CANACOL ENERGY LTD;EQTY
ELCONDOR;1120,0;-4,27;223082275;196180;-50,00;1150,0;1150,0;1120,0;1137,13;EL CONDOR;EQTY
GRUPOAVAL;1230,0;0,82;123416550;100357;10,00;1220,0;1240,0;1220,0;1229,78;GRUPO AVAL ACCIONES Y VALORES;EQTY
MINEROS;3125,0;0,48;60814230;19493;15,00;3100,0;3125,0;3100,0;3119,8;MINEROS;EQTY
CONCONCRET;522,0;3,57;49406451;95979;18,00;504,0;522,0;504,0;514,76;CONCONCRETO S.A;EQTY
ETB;237,0;-1,66;44522231;186442;-4,00;239,0;239,0;237,0;238,8;ETB;EQTY
BVC;12560,0;4,67;25576480;2080;560,00;12100,0;12560,0;12100,0;12296,38;BOLSA DE VALORES DE COLOMBIA;EQTY
TERPEL;11000,0;-0,90;21467000;1947;-100,00;11000,0;11000,0;11000,0;11025,68;ORGANIZACION TERPEL;EQTY
GRUBOLIVAR;63000,0;2,44;16695000;265;1500,00;63000,0;63000,0;63000,0;63000,0;GRUPO BOLIVAR;EQTY
POPULAR;331,0;-2,65;12767994;38574;-9,00;331,0;331,0;331,0;331,0;BANCO POPULAR;EQTY
PROMIGAS;7120,0;1,71;10580320;1486;120,00;7120,0;7120,0;7120,0;7120,0;PROMIGAS;EQTY
VILLAS;0,0;0,00;1165080;228;0,00;0,0;0,0;0,0;5110,0;BANCO AV VILLAS;EQTY
