Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
CORFICOLCF;16380,0;-0,73;3850506880;234835;-120,00;16480,0;16480,0;16340,0;16396,65;CORFICOLOMBIANA;EQTY
GRUPOSURA;32280,0;2,02;3672510140;114749;640,00;31660,0;32300,0;31640,0;32004,72;GRUPO SURA;EQTY
PFBCOLOM;30020,0;-3,04;2981253620;97957;-940,00;30400,0;30800,0;30020,0;30434,31;BANCO BANCOLOMBIA;EQTY
ECOPETROL;2550,0;-4,32;2271803840;870803;-115,00;2640,0;2640,0;2550,0;2608,86;ECOPETROL;EQTY
GRUPOARGOS;16720,0;0,24;2161741480;128534;40,00;17000,0;17000,0;16700,0;16818,44;GRUPO ARGOS;EQTY
ICOLCAP;13170,0;-0,75;1975500000;150000;-99,00;13170,0;13170,0;13170,0;13170,0;FONDO BURSATIL ISHARES COLCAP;EQTY
EEB;1815,0;6,14;1821685870;1058382;105,00;1720,0;1815,0;1700,0;1721,2;GRUPO ENERGIA BOGOTA;EQTY
PFGRUPSURA;30660,0;4,29;1728713160;58250;1260,00;29520,0;30660,0;29520,0;29677,48;GRUPO SURA;EQTY
NUTRESA;23480,0;3,89;1726089740;75812;880,00;22980,0;23500,0;22600,0;22768,03;GRUPO NUTRESA;EQTY
CEMARGOS;7120,0;1,71;1702147550;241686;120,00;7010,0;7200,0;7000,0;7042,81;CEMENTOS ARGOS;EQTY
ISA;14300,0;2,14;1040833200;72908;300,00;13700,0;14300,0;13700,0;14275,98;ISA INTERCONEXION ELECTRICA;EQTY
PFGRUPOARG;13300,0;5,39;791752000;60272;680,00;13080,0;13300,0;13080,0;13136,32;GRUPO ARGOS;EQTY
OCCIDENTE;38500,0;2,67;393316000;10216;1000,00;38500,0;38500,0;38500,0;38500,0;BANCO DE OCCIDENTE;EQTY
PFAVAL;950,0;0,00;303017554;318866;0,00;950,0;950,0;950,0;950,3;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFCEMARGOS;5310,0;-0,93;208088170;38499;-50,00;5360,0;5560,0;5310,0;5405,03;CEMENTOS ARGOS;EQTY
BOGOTA;55880,0;3,48;180230700;3264;1880,00;54000,0;55880,0;54000,0;55217,74;BANCO DE BOGOTA;EQTY
BCOLOMBIA;30000,0;-4,70;150990000;5033;-1480,00;30000,0;30000,0;30000,0;30000,0;BANCO BANCOLOMBIA;EQTY
PFDAVVNDA;30400,0;2,70;130248400;4300;800,00;30380,0;30400,0;29700,0;30290,33;BANCO DAVIVIENDA;EQTY
EXITO;12200,0;2,35;127606800;10640;280,00;11940,0;12200,0;11940,0;11993,12;EXITO;EQTY
CLH;3500,0;0,86;94738600;26982;30,00;3500,0;3500,0;3500,0;3511,18;CEMEX LATAM HOLDINGS;EQTY
PFAVH;1615,0;-0,31;63403265;39411;-5,00;1600,0;1620,0;1600,0;1608,77;AVIANCA HOLDINGS S.A.;EQTY
CELSIA;3900,0;0,00;53955000;13583;0,00;4000,0;4000,0;3900,0;3972,24;CELSIA;EQTY
MINEROS;2030,0;6,84;33530025;16521;130,00;2030,0;2030,0;2030,0;2029,54;MINEROS;EQTY
ETB;250,0;0,00;25000000;100000;0,00;250,0;250,0;250,0;250,0;ETB;EQTY
GRUPOAVAL;901,0;-4,15;17378488;19288;-39,00;901,0;901,0;901,0;901,0;GRUPO AVAL ACCIONES Y VALORES;EQTY
ELCONDOR;1095,0;6,31;14022155;12849;65,00;1095,0;1095,0;1095,0;1091,3;EL CONDOR;EQTY
BVC;11800,0;0,00;13039000;1105;0,00;11800,0;11800,0;11800,0;11800,0;BOLSA DE VALORES DE COLOMBIA;EQTY
CNEC;9150,0;-3,68;9585000;1050;-350,00;9150,0;9150,0;9150,0;9128,57;CANACOL ENERGY LTD;EQTY
BBVACOL;265,0;3,92;9102750;34350;10,00;265,0;265,0;265,0;265,0;BBVA COLOMBIA;EQTY
GRUBOLIVAR;51000,0;-1,73;6630000;130;-900,00;51000,0;51000,0;51000,0;51000,0;GRUPO BOLIVAR;EQTY
PROMIGAS;0,0;0,00;5050000;1000;0,00;0,0;0,0;0,0;5050,0;PROMIGAS;EQTY
PFCORFICOL;0,0;0,00;2900000;200;0,00;0,0;0,0;0,0;14500,0;CORFICOLOMBIANA;EQTY
