Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / Nombre
ECOPETROL;2900,0;1.86;15782999060,0;5455141,0;-55.00;2940,0;2940,0;2855,0;2893,23;ECOPETROL
EEB;2050,0;0.49;10674875550,0;5206241,0;10.00;2050,0;2055,0;2045,0;2050,4;GRUPO ENERGIA BOGOTA
PFBCOLOM;33680,0;1.45;9927351700,0;295628,0;480.00;33480,0;33700,0;33380,0;33580,55;BANCO BANCOLOMBIA
GRUPOSURA;36660,0;0.97;6105112200,0;166336,0;-360.00;37020,0;37020,0;36500,0;36703,49;GRUPO SURA
PFDAVVNDA;34140,0;1.13;2571093340,0;75542,0;380.00;33320,0;34500,0;33320,0;34035,28;BANCO DAVIVIENDA
ISA;13980,0;0.85;2329838060,0;166185,0;-120.00;14000,0;14080,0;13980,0;14019,54;ISA INTERCONEXION ELECTRICA
BCOLOMBIA;33600,0;0.36;2226509560,0;66313,0;120.00;33480,0;33600,0;33480,0;33575,76;BANCO BANCOLOMBIA
PFAVAL;1230,0;0.4;2099962970,0;1707375,0;-5.00;1235,0;1235,0;1225,0;1229,94;GRUPO AVAL ACCIONES Y VALORES
GRUPOARGOS;19300,0;1.58;1938043520,0;100421,0;300.00;19140,0;19300,0;19140,0;19299,19;GRUPO ARGOS
PFGRUPSURA;35120,0;2.17;1505096440,0;42652,0;-780.00;35420,0;35900,0;35120,0;35287,83;GRUPO SURA
CEMARGOS;9200,0;0.54;1178778720,0;128501,0;-50.00;9290,0;9290,0;9120,0;9173,3;CEMENTOS ARGOS
CORFICOLCF;24580,0;1.07;958151060,0;39202,0;260.00;24320,0;24800,0;24320,0;24441,38;CORFICOLOMBIANA
EXITO;16020,0;0.13;552086220,0;34376,0;20.00;16080,0;16120,0;16020,0;16060,22;EXITO
ETB;380,0;0.26;396519082,0;1042975,0;-1.00;382,0;386,0;380,0;380,18;ETB
ICOLCAP;15454,0;0.32;383077414,0;24884,0;-50.00;15380,0;15454,0;15380,0;15394,53;FONDO BURSATIL ISHARES COLCAP
NUTRESA;25940,0;0.62;364569900,0;14122,0;160.00;25980,0;25980,0;25700,0;25815,74;GRUPO NUTRESA
CELSIA;4550,0;0.33;287153115,0;63135,0;15.00;4535,0;4550,0;4535,0;4548,24;CELSIA
CLH;8300,0;0.0;177815000,0;21466,0;0.00;8090,0;8300,0;8090,0;8283,56;CEMEX LATAM HOLDINGS
PFCARPAK;5300,0;0.0;120267600,0;22692,0;0.00;5300,0;5300,0;5300,0;5300,0;CARVAJAL EMPAQUES S.A.
PFAVH;2810,0;0.54;110032405,0;39256,0;15.00;2795,0;2810,0;2795,0;2802,94;AVIANCA HOLDINGS S.A.
PFGRUPOARG;16920,0;0.0;77442640,0;4577,0;0.00;16920,0;16920,0;16920,0;16919,96;GRUPO ARGOS
BBVACOL;290,0;2.11;44549016,0;155076,0;6.00;284,0;290,0;284,0;287,27;BBVA COLOMBIA
PROMIGAS;7790,0;0.13;44415640,0;5707,0;10.00;7790,0;7790,0;7790,0;7782,66;PROMIGAS
CONCONCRET;834,0;1.96;30269248,0;36462,0;16.00;834,0;834,0;834,0;830,16;CONCONCRETO S.A
PFCEMARGOS;7750,0;1.65;19890150,0;2569,0;-130.00;7720,0;7750,0;7720,0;7742,37;CEMENTOS ARGOS
BOGOTA;69700,0;0.0;18312900,0;263,0;0.00;69700,0;69700,0;69700,0;69630,8;BANCO DE BOGOTA
GRUPOAVAL;1200,0;2.83;13882800,0;11569,0;-35.00;1200,0;1200,0;1200,0;1200,0;GRUPO AVAL ACCIONES Y VALORES
VILLAS;5500,0;0.0;10559500,0;1921,0;0.00;5500,0;5500,0;5500,0;5496,88;BANCO AV VILLAS
VALOREM;909,0;0.0;8815482,0;9698,0;0.00;909,0;909,0;909,0;909,0;VALOREM S.A.
BVC;0,0;0.0;5500880,0;517,0;0.00;0,0;0,0;0,0;10640,0;BOLSA DE VALORES DE COLOMBIA
ENKA;0,0;0.0;3071000,0;415000,0;0.00;0,0;0,0;0,0;7,4;ENKA DE COLOMBIA
CORFERIAS;0,0;0.0;1267500,0;1014,0;-;0,0;0,0;0,0;1250,0;CORFERIAS
FABRICATO;0,0;0.0;511890,4;67354,0;0.00;0,0;0,0;0,0;7,6;FABRICATO
