Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2835,0;-1,39;19923687685;7065095;-40,00;2830,0;2850,0;2810,0;2820,02;ECOPETROL;EQTY
PFBCOLOM;31800,0;0,95;9061241540;284713;300,00;31500,0;32200,0;31500,0;31825,88;BANCO BANCOLOMBIA;EQTY
EXITO;12220,0;0,16;8479048360;694575;20,00;12200,0;12380,0;12140,0;12207,53;EXITO;EQTY
ISA;13700,0;-0,72;7409603820;540699;-100,00;13780,0;13780,0;13560,0;13703,75;ISA INTERCONEXION ELECTRICA;EQTY
BCOLOMBIA;31340,0;0,06;4541608240;143994;20,00;31340,0;32000,0;31340,0;31540,26;BANCO BANCOLOMBIA;EQTY
GRUPOSURA;32180,0;-0,06;4070126840;126346;-20,00;32200,0;32260,0;32040,0;32214,13;GRUPO SURA;EQTY
ICOLCAP;13516,0;-0,43;3435893859;254095;-58,50;13520,0;13544,0;13489,0;13522,08;FONDO BURSATIL ISHARES COLCAP;EQTY
GRUPOARGOS;16300,0;2,13;3028657840;188011;340,00;15960,0;16300,0;15960,0;16108,94;GRUPO ARGOS;EQTY
CORFICOLCF;17400,0;-1,36;2978125200;170496;-240,00;17600,0;17640,0;17200,0;17467,42;CORFICOLOMBIANA;EQTY
PFGRUPSURA;30100,0;-1,63;2138811180;70681;-500,00;30600,0;30600,0;30100,0;30260,06;GRUPO SURA;EQTY
CEMARGOS;7000,0;-1,27;2124540430;303613;-90,00;7000,0;7020,0;6980,0;6997,53;CEMENTOS ARGOS;EQTY
PFAVAL;975,0;2,42;1747800182;1790714;23,00;952,0;991,0;952,0;976,04;GRUPO AVAL ACCIONES Y VALORES;EQTY
NUTRESA;23800,0;0,85;1443748720;60812;200,00;23600,0;23800,0;23600,0;23741,18;GRUPO NUTRESA;EQTY
PFGRUPOARG;13100,0;0,00;1274792740;97827;0,00;13100,0;13180,0;12800,0;13031,09;GRUPO ARGOS;EQTY
CLH;3850,0;1,32;1164658305;294891;50,00;4000,0;4000,0;3850,0;3949,45;CEMEX LATAM HOLDINGS;EQTY
PFDAVVNDA;32600,0;3,36;961467640;30200;1060,00;31000,0;32600,0;31000,0;31836,68;BANCO DAVIVIENDA;EQTY
PFAVH;1700,0;-2,86;734213860;432282;-50,00;1710,0;1715,0;1685,0;1698,46;AVIANCA HOLDINGS S.A.;EQTY
EEB;1735,0;-0,57;596677775;342825;-10,00;1740,0;1745,0;1735,0;1740,47;GRUPO ENERGIA BOGOTA;EQTY
BOGOTA;57000,0;1,79;587438000;10312;1000,00;56000,0;57000,0;56000,0;56966,45;BANCO DE BOGOTA;EQTY
PFCORFICOL;14580,0;-7,13;419377880;28814;-1120,00;14520,0;14580,0;14520,0;14554,66;CORFICOLOMBIANA;EQTY
PFCEMARGOS;5520,0;-6,12;415675840;74526;-360,00;5800,0;5800,0;5500,0;5577,59;CEMENTOS ARGOS;EQTY
GRUBOLIVAR;52000,0;-0,19;227722000;4379;-100,00;52000,0;52000,0;52000,0;52003,2;GRUPO BOLIVAR;EQTY
CELSIA;3835,0;-0,39;203223160;52789;-15,00;3920,0;3920,0;3835,0;3849,73;CELSIA;EQTY
GRUPOAVAL;990,0;1,02;106545390;108915;10,00;980,0;990,0;960,0;978,24;GRUPO AVAL ACCIONES Y VALORES;EQTY
BVC;12100,0;-0,66;65707500;5432;-80,00;12080,0;12100,0;12080,0;12096,37;BOLSA DE VALORES DE COLOMBIA;EQTY
CONCONCRET;340,0;3,03;55249511;162859;10,00;345,0;345,0;340,0;339,25;CONCONCRETO S.A;EQTY
PROMIGAS;5400,0;0,00;27708100;5156;0,00;5400,0;5400,0;5300,0;5373,95;PROMIGAS;EQTY
MINEROS;2050,0;5,13;21398990;10484;100,00;2050,0;2050,0;2050,0;2041,11;MINEROS;EQTY
ETB;260,0;-0,76;18269725;70107;-2,00;260,0;260,0;260,0;260,6;ETB;EQTY
ENKA;7,0;1,60;17500000;2500000;0,11;7,0;7,0;7,0;7,0;ENKA DE COLOMBIA;EQTY
PFVILLAS;4000,0;-18,03;10568000;2642;-880,00;4000,0;4000,0;4000,0;4000,0;BANCO AV VILLAS;EQTY
TERPEL;9600,0;1,05;10128000;1055;100,00;9600,0;9600,0;9600,0;9600,0;ORGANIZACION TERPEL;EQTY
CNEC;0,0;0,00;5277250;547;0,00;0,0;0,0;0,0;9647,62;CANACOL ENERGY LTD;EQTY
PAZRIO;0,0;0,00;1000000;100000;0,00;0,0;0,0;0,0;10,0;ACER. PAZ DEL RIO;EQTY
