Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
EXITO;12200,0;0,00;14652628280;1219456;0,00;12200,0;12300,0;11980,0;12015,71;EXITO;EQTY
GRUPOSURA;32180,0;0,56;9839118620;307263;180,00;32880,0;32880,0;31960,0;32021,81;GRUPO SURA;EQTY
ECOPETROL;2715,0;-0,18;3356459130;1254598;-5,00;2680,0;2730,0;2635,0;2675,33;ECOPETROL;EQTY
ISA;14000,0;-1,96;3213628660;229420;-280,00;14000,0;14280,0;13840,0;14007,62;ISA INTERCONEXION ELECTRICA;EQTY
PFBCOLOM;31200,0;0,97;2480000080;80711;300,00;30900,0;31200,0;30400,0;30726,92;BANCO BANCOLOMBIA;EQTY
PFGRUPSURA;30980,0;0,65;2372360680;77728;200,00;30500,0;30980,0;30200,0;30521,31;GRUPO SURA;EQTY
BCOLOMBIA;30640,0;-0,52;1819839820;59657;-160,00;30800,0;30800,0;30320,0;30505,05;BANCO BANCOLOMBIA;EQTY
GRUPOARGOS;17020,0;-0,12;1329922140;78514;-20,00;17280,0;17280,0;16720,0;16938,66;GRUPO ARGOS;EQTY
PFAVAL;975,0;-1,52;1074290672;1104577;-15,00;1000,0;1000,0;950,0;972,58;GRUPO AVAL ACCIONES Y VALORES;EQTY
NUTRESA;23340,0;-2,26;1073070340;45729;-540,00;23600,0;23700,0;23340,0;23465,86;GRUPO NUTRESA;EQTY
CEMARGOS;6980,0;-0,43;686415130;98099;-30,00;7010,0;7010,0;6960,0;6997,17;CEMENTOS ARGOS;EQTY
CORFICOLCF;16200,0;-1,22;519524320;32020;-200,00;16380,0;16380,0;16100,0;16224,99;CORFICOLOMBIANA;EQTY
PFDAVVNDA;30880,0;2,25;476063040;15539;680,00;30200,0;31000,0;30200,0;30636,66;BANCO DAVIVIENDA;EQTY
BVC;11980,0;1,53;243974360;20391;180,00;11900,0;11980,0;11900,0;11964,81;BOLSA DE VALORES DE COLOMBIA;EQTY
EEB;1760,0;-2,22;221488705;124255;-40,00;1800,0;1800,0;1760,0;1782,53;GRUPO ENERGIA BOGOTA;EQTY
ICOLCAP;13274,5;-1,39;103626539;7783;-186,50;13459,0;13459,0;13274,5;13314,47;FONDO BURSATIL ISHARES COLCAP;EQTY
CELSIA;4000,0;0,00;74380000;18595;0,00;4000,0;4000,0;4000,0;4000,0;CELSIA;EQTY
ETB;251,0;0,40;54102626;211621;1,00;257,0;257,0;251,0;255,66;ETB;EQTY
CLH;3690,0;-0,27;48264900;13077;-10,00;3690,0;3690,0;3690,0;3690,82;CEMEX LATAM HOLDINGS;EQTY
MINEROS;2045,0;0,74;47053800;23039;15,00;2040,0;2045,0;2040,0;2042,35;MINEROS;EQTY
PFCEMARGOS;5770,0;-0,52;35785760;6420;-30,00;5370,0;5790,0;5370,0;5574,11;CEMENTOS ARGOS;EQTY
BOGOTA;55700,0;-0,32;32348860;581;-180,00;55700,0;55700,0;55700,0;55677,9;BANCO DE BOGOTA;EQTY
PFAVH;0,0;0,00;14369910;8849;0,00;0,0;0,0;0,0;1623,9;AVIANCA HOLDINGS S.A.;EQTY
GRUPOAVAL;925,0;2,66;10663400;11528;24,00;925,0;925,0;925,0;925,0;GRUPO AVAL ACCIONES Y VALORES;EQTY
OCCIDENTE;38000,0;-1,30;10146000;267;-500,00;38000,0;38000,0;38000,0;38000,0;BANCO DE OCCIDENTE;EQTY
BBVACOL;0,0;0,00;9971177;36390;0,00;0,0;0,0;0,0;274,01;BBVA COLOMBIA;EQTY
CNEC;0,0;0,00;4580000;500;0,00;0,0;0,0;0,0;9160,0;CANACOL ENERGY LTD;EQTY
CONCONCRET;0,0;0,00;2731000;7750;0,00;0,0;0,0;0,0;352,39;CONCONCRETO S.A;EQTY
