Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;42500,0;0,76;23648425970;557442;320,0;41970,0;42520,0;41510,0;42423,11;BANCO BANCOLOMBIA;EQTY
ECOPETROL;3252,0;-1,39;23226075630;7132586;-46,0;3270,0;3280,0;3240,0;3256,33;ECOPETROL;EQTY
ICOLCAP;16290,0;0,77;17557232348;1080751;125,0;16226,0;16290,0;16224,0;16245,4;FONDO BURSATIL ISHARES COLCAP;EQTY
GRUPOSURA;45600,0;10,95;8989543810;196598;4500,0;43800,0;47500,0;43800,0;45725,51;GRUPO SURA;EQTY
HCOLSEL;15440,0;1,05;7792588052,5;505678;160,0;15400,0;15440,0;15400,0;15410,18;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
PFAVAL;850,0;0,6;5680403386,1;6750697;5,1;839,0;850,0;830,0;841,45;GRUPO AVAL ACCIONES Y VALORES;EQTY
BCOLOMBIA;43830,0;0,67;5001778310;113908;290,0;44360,0;44400,0;43640,0;43910,69;BANCO BANCOLOMBIA;EQTY
CORFICOLCF;25800,0;-0,39;4512209230;174361;-100,0;25720,0;26000,0;25720,0;25878,55;CORFICOLOMBIANA;EQTY
MINEROS;3149,0;7,18;4501331104;1491228;211,0;2950,0;3149,0;2950,0;3018,54;MINEROS;EQTY
ISA;23200,0;-2,52;4427760480;189360;-600,0;23360,0;23790,0;23180,0;23382,77;ISA INTERCONEXION ELECTRICA;EQTY
BHI;360,0;0,0;3601350220,9;10051373;0,0;355,9;361,0;336,0;358,29;BAC HOLDING INTERNATIONAL CORP;EQTY
CEMARGOS;5650,0;2,73;3579253235;641685;150,0;5500,0;5650,0;5500,0;5577,9;CEMENTOS ARGOS;EQTY
PFGRUPSURA;22450,0;0,63;2909377820;129090;140,0;22380,0;22800,0;22380,0;22537,59;GRUPO SURA;EQTY
BOGOTA;59480,0;0,81;2885620510;49013;480,0;59000,0;59480,0;58010,0;58874,59;BANCO DE BOGOTA;EQTY
GEB;2380,0;-0,83;2164128044;899544;-20,0;2479,0;2479,0;2370,0;2405,81;GRUPO ENERGIA BOGOTA;EQTY
PFDAVVNDA;36970,0;0,46;1543980790;41975;170,0;36980,0;37000,0;35590,0;36783,34;BANCO DAVIVIENDA;EQTY
CNEC;9500,0;1,5;1480000985;156917;140,0;9360,0;9545,0;9340,0;9431,74;CANACOL ENERGY LTD;EQTY
SDGEB;2211,0;0,32;579116897;262659;7,0;2249,0;2249,0;2200,0;2204,82;GRUPO ENERGIA BOGOTA;EQTY
PFGRUPOARG;9010,0;-0,88;403728295;44767;-80,0;9020,0;9035,0;9000,0;9018,44;GRUPO ARGOS;EQTY
TERPEL;9000,0;0,0;366740620;40734;0,0;9100,0;9100,0;8955,0;9003,3;ORGANIZACION TERPEL;EQTY
PROMIGAS;7140,0;3,1;339206110;48123;215,0;6930,0;7140,0;6930,0;7048,73;PROMIGAS;EQTY
NUTRESA;38280,0;0,9;327499010;8764;340,0;37020,0;38280,0;37020,0;37368,67;GRUPO NUTRESA;EQTY
CONCONCRET;307,9;-0,03;310190759,2;1000405;-0,1;310,0;315,0;307,9;310,07;CONCONCRETO S.A;EQTY
PFCORFICOL;19900,0;1,02;239066610;12021;200,0;19800,0;20000,0;19800,0;19887,41;CORFICOLOMBIANA;EQTY
CELSIA;4348,0;1,12;208834782;48413;48,0;4300,0;4348,0;4276,0;4313,61;CELSIA;EQTY
PFCEMARGOS;3641,0;1,14;170434049;46405;41,0;3688,0;3690,0;3641,0;3672,75;CEMENTOS ARGOS;EQTY
GRUBOLIVAR;85990,0;1,16;170111040;1990;990,0;86500,0;86500,0;85000,0;85482,93;GRUPO BOLIVAR;EQTY
EXITO;12910,0;0,31;103522180;7937;40,0;13000,0;13210,0;12910,0;13042,99;EXITO;EQTY
GRUPOAVAL;839,0;0,6;60610776,4;72562;5,0;817,6;839,9;817,6;835,3;GRUPO AVAL ACCIONES Y VALORES;EQTY
BVC;10040,0;0,4;46465750;4637;40,0;10000,0;10040,0;10000,0;10020,65;BOLSA DE VALORES DE COLOMBIA;EQTY
ENKA;23,99;0,38;39435846,52;1643859;0,09;24,0;24,0;23,99;23,99;ENKA DE COLOMBIA;EQTY
CLH;3200,0;-;38000503;11874;0,0;3200,0;3200,0;3200,0;3200,31;CEMEX LATAM HOLDINGS;EQTY
ETB;163,8;1,74;34551555,2;212970;2,8;163,8;163,8;163,8;162,24;ETB;EQTY
PFVILLAS;4500,0;1,69;26703000;5934;75,0;4500,0;4500,0;4500,0;4500,0;BANCO AV VILLAS;EQTY
VILLAS;4800,0;-2,04;11928000;2485;-100,0;4800,0;4800,0;4800,0;4800,0;BANCO AV VILLAS;EQTY
ELCONDOR;-;-;3050000;5000;-;-;-;-;610,0;EL CONDOR;EQTY
