Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;3280,0;-2,24;54619200085;16781329;-75,0;3316,0;3316,0;3210,0;3254,76;ECOPETROL;EQTY
PFBCOLOM;38500,0;-2,78;25629351970;664648;-1100,0;39800,0;39800,0;38070,0;38560,79;BANCO BANCOLOMBIA;EQTY
BCOLOMBIA;41000,0;-5,31;13353090840;322528;-2300,0;42550,0;42550,0;41000,0;41401,34;BANCO BANCOLOMBIA;EQTY
NUTRESA;48150,0;1,71;10471414360;219030;810,0;47360,0;48200,0;47360,0;47808,13;GRUPO NUTRESA;EQTY
GEB;2580,0;-1,04;9392303854;3613970;-27,0;2600,0;2620,0;2580,0;2598,89;GRUPO ENERGIA BOGOTA;EQTY
ISA;22320,0;-6,49;7936245220;350000;-1550,0;23870,0;23870,0;22320,0;22674,99;ISA INTERCONEXION ELECTRICA;EQTY
GRUPOARGOS;14350,0;0,0;5580298580;390957;0,0;14210,0;14400,0;14010,0;14273,43;GRUPO ARGOS;EQTY
GRUPOSURA;35500,0;-3,56;5086563790;138191;-1310,0;36800,0;38000,0;35500,0;36808,21;GRUPO SURA;EQTY
BHI;283,2;0,07;3281594792,9;11560680;0,2;283,3;285,4;283,0;283,86;BAC HOLDING INTERNATIONAL CORP;EQTY
CEMARGOS;6100,0;-1,61;3280274955;543704;-100,0;6200,0;6200,0;5900,0;6033,2;CEMENTOS ARGOS;EQTY
PFAVAL;824,1;-0,11;3197526965,7;3873438;-0,9;824,0;827,1;822,0;825,5;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFGRUPSURA;21600,0;-0,92;2991029880;137904;-200,0;21720,0;21760,0;21600,0;21689,22;GRUPO SURA;EQTY
PFDAVVNDA;32500,0;-2,4;2386405840;72714;-800,0;33100,0;33140,0;32500,0;32819,07;BANCO DAVIVIENDA;EQTY
CELSIA;4290,0;0,47;1812968486;424795;20,0;4266,0;4300,0;4250,0;4267,87;CELSIA;EQTY
CORFICOLCF;28970,0;0,59;1288586680;44557;170,0;28800,0;29180,0;28300,0;28919,96;CORFICOLOMBIANA;EQTY
CNEC;9160,0;-1,72;1100824185;121171;-160,0;9125,0;9160,0;9020,0;9084,88;CANACOL ENERGY LTD;EQTY
BOGOTA;50500,0;-2,66;1024561900;20220;-1380,0;51400,0;51400,0;50500,0;50670,72;BANCO DE BOGOTA;EQTY
ICOLCAP;16405,0;-1,34;451163198;27448;-223,0;16450,0;16450,0;16380,0;16437,02;FONDO BURSATIL ISHARES COLCAP;EQTY
HCOLSEL;15471,0;-1,11;334078789;21621;-173,5;15450,0;15471,0;15450,0;15451,59;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
GRUBOLIVAR;94990,0;2,14;317870980;3350;1990,0;94480,0;95000,0;94450,0;94886,86;GRUPO BOLIVAR;EQTY
BVC;9300,0;-3,48;222286410;23879;-335,0;9260,0;9350,0;9260,0;9308,87;BOLSA DE VALORES DE COLOMBIA;EQTY
PFCORFICOL;23700,0;0,89;211325540;8992;210,0;23500,0;23700,0;23240,0;23501,51;CORFICOLOMBIANA;EQTY
GRUPOAVAL;838,5;2,14;200931863,8;243044;17,6;838,5;838,5;820,0;826,73;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFGRUPOARG;9100,0;0,17;180887205;19997;15,0;9085,0;9100,0;9000,0;9045,72;GRUPO ARGOS;EQTY
FABRICATO;8,6;-7,53;153653919;17469435;-0,7;8,9;8,9;8,6;8,8;FABRICATO;EQTY
MINEROS;3325,0;-1,16;150493017;45184;-39,0;3340,0;3340,0;3325,0;3330,67;MINEROS;EQTY
PROMIGAS;6980,0;0,14;131609840;18962;10,0;6970,0;6980,0;6905,0;6940,72;PROMIGAS;EQTY
EXITO;16500,0;-1,2;94273380;5702;-200,0;16690,0;16690,0;16500,0;16533,39;EXITO;EQTY
CONCONCRET;310,0;-0,64;91320968,6;291652;-2,0;326,0;326,0;309,0;313,12;CONCONCRETO S.A;EQTY
PFCEMARGOS;4000,0;-0,3;53181257;13351;-12,0;3966,0;4000,0;3966,0;3983,32;CEMENTOS ARGOS;EQTY
TERPEL;9695,0;-0,21;50493840;5211;-20,0;9695,0;9695,0;9695,0;9689,86;ORGANIZACION TERPEL;EQTY
ETB;180,0;-;43544837;241911;0,0;180,0;180,0;180,0;180,0;ETB;EQTY
CLH;2814,0;0,39;17931800;6420;11,0;2814,0;2814,0;2814,0;2793,12;CEMEX LATAM HOLDINGS;EQTY
OCCIDENTE;24000,0;-18,92;10069800;419;-5600,0;24000,0;24000,0;24000,0;24032,94;BANCO DE OCCIDENTE;EQTY
BBVACOL;-;-;5850000;15000;-;-;-;-;390,0;BBVA COLOMBIA;EQTY
VILLAS;-;-;264000;55;-;-;-;-;4800,0;BANCO AV VILLAS;EQTY
