Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;3535,0;0,14;47881499841;13642896;5,0;3528,0;3550,0;3477,0;3509,63;ECOPETROL;EQTY
PFBCOLOM;39000,0;-0,26;41128664970;1047416;-100,0;39080,0;39650,0;38930,0;39266,79;BANCO BANCOLOMBIA;EQTY
GRUPOARGOS;13530,0;3,2;11779722180;877621;420,0;13230,0;13650,0;13200,0;13422,33;GRUPO ARGOS;EQTY
ICOLCAP;16090,5;0,85;11369909242,5;706894;135,5;16027,5;16100,0;16027,5;16084,32;FONDO BURSATIL ISHARES COLCAP;EQTY
ISA;23900,0;0,0;10238503180;427957;0,0;23840,0;24150,0;23590,0;23924,14;ISA INTERCONEXION ELECTRICA;EQTY
BCOLOMBIA;41900,0;0,96;7784469480;186117;400,0;41990,0;41990,0;41530,0;41825,68;BANCO BANCOLOMBIA;EQTY
PFGRUPSURA;23300,0;2,19;5339797690;231793;500,0;23370,0;23370,0;22700,0;23036,92;GRUPO SURA;EQTY
CELSIA;4378,0;-0,39;4931922624;1126436;-17,0;4390,0;4394,0;4361,0;4378,34;CELSIA;EQTY
PFDAVVNDA;33080,0;1,16;4845451270;146772;380,0;32790,0;33180,0;32650,0;33013,46;BANCO DAVIVIENDA;EQTY
CEMARGOS;6190,0;1,23;3031219020;491792;75,0;6130,0;6240,0;6110,0;6163,62;CEMENTOS ARGOS;EQTY
GEB;2481,0;-0,36;2009147412;808361;-9,0;2510,0;2510,0;2480,0;2485,46;GRUPO ENERGIA BOGOTA;EQTY
GRUBOLIVAR;96000,0;0,0;1655167690;17242;0,0;96000,0;96000,0;95990,0;95996,27;GRUPO BOLIVAR;EQTY
EXITO;17500,0;0,0;827254930;47005;0,0;17490,0;18190,0;17450,0;17599,3;EXITO;EQTY
PFGRUPOARG;9360,0;1,74;817144155;87883;160,0;9300,0;9360,0;9250,0;9298,09;GRUPO ARGOS;EQTY
CNEC;9600,0;-0,1;536166400;55586;-10,0;9615,0;9690,0;9600,0;9645,71;CANACOL ENERGY LTD;EQTY
PFCEMARGOS;4126,0;0,63;445557427;108674;26,0;4100,0;4126,0;4075,0;4099,95;CEMENTOS ARGOS;EQTY
CORFICOLCF;28200,0;1,08;433842610;15397;300,0;28280,0;28290,0;27920,0;28177,09;CORFICOLOMBIANA;EQTY
HCOLSEL;15080,0;0,57;429143532;28394;85,5;15200,0;15200,0;15080,0;15113,88;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
MINEROS;3390,0;0,0;294451441;87043;0,0;3390,0;3390,0;3371,0;3382,83;MINEROS;EQTY
PROMIGAS;7355,0;2,15;216127100;29572;155,0;7200,0;7355,0;7200,0;7308,5;PROMIGAS;EQTY
TERPEL;10870,0;-0,28;189715900;17613;-30,0;10720,0;10870,0;10710,0;10771,36;ORGANIZACION TERPEL;EQTY
CONCONCRET;308,9;2,97;171483348;557864;8,9;309,0;309,0;305,5;307,39;CONCONCRETO S.A;EQTY
FABRICATO;9,0;0,0;153132216,31;16919246;0,0;9,0;9,45;9,0;9,05;FABRICATO;EQTY
ENKA;25,0;2,04;97519992;3900000;0,5;25,01;25,01;25,0;25,01;ENKA DE COLOMBIA;EQTY
BVC;9800,0;0,31;81903855;8350;30,0;9800,0;9800,0;9800,0;9808,84;BOLSA DE VALORES DE COLOMBIA;EQTY
PFCORFICOL;22930,0;0,57;35079740;1520;130,0;23200,0;23200,0;22930,0;23078,78;CORFICOLOMBIANA;EQTY
ETB;-;-;14290237,5;77497;-;-;-;-;184,4;ETB;EQTY
PFVILLAS;-;-;1372500;305;-;-;-;-;4500,0;BANCO AV VILLAS;EQTY
CLH;-;-;1177980;435;-;-;-;-;2708,0;CEMEX LATAM HOLDINGS;EQTY
