Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;37200,0;-0,53;31991303710;859856;-200,0;37400,0;37600,0;36950,0;37205,42;BANCO BANCOLOMBIA;EQTY
ECOPETROL;2869,0;-3,4;20433316135;7046062;-101,0;2970,0;2970,0;2851,0;2899,96;ECOPETROL;EQTY
ICOLCAP;14785,0;-0,95;10832278914,5;731999;-141,5;15002,0;15002,0;14785,0;14798,22;FONDO BURSATIL ISHARES COLCAP;EQTY
GRUPOARGOS;16380,0;-0,18;9842108610;593134;-30,0;16440,0;16850,0;16220,0;16593,4;GRUPO ARGOS;EQTY
ISA;21570,0;-4,94;6403092990;295701;-1120,0;21580,0;22400,0;21540,0;21653,94;ISA INTERCONEXION ELECTRICA;EQTY
BCOLOMBIA;40920,0;-2,34;6080062060;146848;-980,0;41900,0;42400,0;40920,0;41403,78;BANCO BANCOLOMBIA;EQTY
GEB;1970,0;-3,9;3038103428;1514328;-80,0;2100,0;2100,0;1957,0;2006,24;GRUPO ENERGIA BOGOTA;EQTY
CEMARGOS;4920,0;-3,53;2364329547;472908;-180,0;5110,0;5110,0;4920,0;4999,55;CEMENTOS ARGOS;EQTY
PFAVAL;790,0;-2,35;1276345346,2;1596437;-19,0;800,5;810,0;790,0;799,5;GRUPO AVAL ACCIONES Y VALORES;EQTY
CNEC;8350,0;-1,76;1170819730;139456;-150,0;8520,0;8540,0;8260,0;8395,62;CANACOL ENERGY LTD;EQTY
GRUPOSURA;38000,0;-4,04;944769470;24580;-1600,0;39480,0;41000,0;36500,0;38436,51;GRUPO SURA;EQTY
CORFICOLCF;22500,0;-2,17;880975090;38101;-500,0;23490,0;23490,0;22200,0;23122,1;CORFICOLOMBIANA;EQTY
NUTRESA;36600,0;-3,17;709418030;19686;-1200,0;36040,0;36680,0;34140,0;36036,68;GRUPO NUTRESA;EQTY
PFDAVVNDA;35100,0;0,29;700866150;20078;100,0;34900,0;35100,0;33510,0;34907,17;BANCO DAVIVIENDA;EQTY
PFGRUPOARG;8820,0;0,28;693050440;79730;25,0;8780,0;9000,0;8500,0;8692,47;GRUPO ARGOS;EQTY
BOGOTA;53510,0;-9,38;689557340;12253;-5540,0;61500,0;61500,0;53510,0;56276,61;BANCO DE BOGOTA;EQTY
PFGRUPSURA;19610,0;-3,06;590794790;29307;-620,0;20880,0;20880,0;19610,0;20158,83;GRUPO SURA;EQTY
CELSIA;4042,0;-1,41;548404015;134325;-58,0;4150,0;4150,0;4041,0;4082,67;CELSIA;EQTY
SDGEB;1901,0;-4,28;419686745;219522;-85,0;1900,0;2000,0;1880,0;1911,82;GRUPO ENERGIA BOGOTA;EQTY
HCOLSEL;14319,5;1,19;397560324,5;27726;168,0;14335,0;14360,0;14319,5;14338,9;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
BHI;314,1;-0,91;298145216,7;937291;-2,9;318,0;320,5;314,1;318,09;BAC HOLDING INTERNATIONAL CORP;EQTY
PROMIGAS;6465,0;-2,05;279646380;42849;-135,0;6600,0;6600,0;6465,0;6526,32;PROMIGAS;EQTY
PFCEMARGOS;3330,0;-2,06;273302318;82164;-70,0;3400,0;3400,0;3300,0;3326,3;CEMENTOS ARGOS;EQTY
MINEROS;2790,0;-2,11;235362189;83841;-60,0;2825,0;2825,0;2790,0;2807,24;MINEROS;EQTY
GRUBOLIVAR;77000,0;-4,35;166167530;2146;-3500,0;80480,0;80480,0;77000,0;77431,28;GRUPO BOLIVAR;EQTY
TERPEL;8600,0;-0,58;163952720;18992;-50,0;8610,0;8650,0;8600,0;8632,73;ORGANIZACION TERPEL;EQTY
PFCORFICOL;18290,0;-0,16;149025910;8052;-30,0;18500,0;18790,0;18290,0;18507,94;CORFICOLOMBIANA;EQTY
GRUPOAVAL;787,4;-2,79;131159418,4;166011;-22,6;791,0;791,0;787,4;790,06;GRUPO AVAL ACCIONES Y VALORES;EQTY
CONCONCRET;290,0;-1,69;83232013,4;286438;-5,0;296,0;296,0;290,0;290,58;CONCONCRETO S.A;EQTY
CLH;3100,0;-;76610300;24713;0,0;3100,0;3100,0;3100,0;3100,0;CEMEX LATAM HOLDINGS;EQTY
BVC;9420,0;0,21;59505270;6315;20,0;9420,0;9420,0;9420,0;9422,85;BOLSA DE VALORES DE COLOMBIA;EQTY
ETB;156,0;-2,5;37683728;242550;-4,0;155,0;156,0;155,0;155,36;ETB;EQTY
EXITO;12390,0;2,4;34370790;2804;290,0;12390,0;12390,0;12390,0;12257,77;EXITO;EQTY
FABRICATO;-;-;6061963,6;787268;-;-;-;-;7,7;FABRICATO;EQTY
PFVILLASCA;-;-;2411200;548;-;-;-;-;4400,0;BANCO AV VILLAS;EQTY
ENKA;-;-;2403138,16;104668;-;-;-;-;22,96;ENKA DE COLOMBIA;EQTY
