Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;31500,0;1,61;18040842620;576396;500,0;31500,0;31600,0;30870,0;31299,39;BANCO BANCOLOMBIA;EQTY
ECOPETROL;2131,0;-3,14;15730514601;7409333;-69,0;2180,0;2189,0;2100,0;2123,07;ECOPETROL;EQTY
ICOLCAP;13164,5;0,52;7118912574,5;541180;68,0;13207,0;13207,0;13150,0;13154,43;FONDO BURSATIL ISHARES COLCAP;EQTY
BCOLOMBIA;35000,0;0,0;4708877700;135308;0,0;34620,0;35000,0;34280,0;34801,18;BANCO BANCOLOMBIA;EQTY
PFDAVVNDA;29330,0;0,1;4702254730;159907;30,0;29490,0;29510,0;29330,0;29406,18;BANCO DAVIVIENDA;EQTY
ISA;21310,0;-3,97;4047185700;188088;-880,0;22100,0;22100,0;21260,0;21517,51;ISA INTERCONEXION ELECTRICA;EQTY
CORFICOLCF;20400,0;3,03;2762930840;136726;600,0;19200,0;20400,0;19200,0;20207,79;CORFICOLOMBIANA;EQTY
GRUPOARGOS;12380,0;-4,03;2755544760;216577;-520,0;12850,0;12860,0;12380,0;12723,16;GRUPO ARGOS;EQTY
PFAVAL;760,0;4,05;1809123531,4;2389234;29,6;758,0;770,0;750,0;757,2;GRUPO AVAL ACCIONES Y VALORES;EQTY
CEMARGOS;3980,0;-1,49;1781381545;441598;-60,0;4100,0;4100,0;3921,0;4033,94;CEMENTOS ARGOS;EQTY
GEB;1929,0;1,21;1088894974;565583;23,0;1920,0;1962,0;1900,0;1925,26;GRUPO ENERGIA BOGOTA;EQTY
GRUPOAVAL;730,0;1,96;779701782;1031403;14,0;750,0;771,2;730,0;755,96;GRUPO AVAL ACCIONES Y VALORES;EQTY
GRUPOSURA;39160,0;-3,43;755569600;18928;-1390,0;40540,0;40540,0;39160,0;39918,09;GRUPO SURA;EQTY
CNEC;8260,0;3,25;708139250;85746;260,0;8390,0;8390,0;8230,0;8258,57;CANACOL ENERGY LTD;EQTY
ELCONDOR;994,0;-0,6;691287355,2;699925;-6,0;993,0;997,0;926,0;987,66;EL CONDOR;EQTY
NUTRESA;41860,0;-1,51;507053840;12823;-640,0;39000,0;42000,0;38300,0;39542,53;GRUPO NUTRESA;EQTY
HCOLSEL;12830,0;-0,94;388202264;30116;-122,0;12920,0;12920,0;12830,0;12890,23;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
BOGOTA;42000,0;1,2;355078390;8499;500,0;42000,0;42560,0;40810,0;41778,84;BANCO DE BOGOTA;EQTY
CELSIA;3738,0;0,21;333071671;89484;8,0;3740,0;3742,0;3660,0;3722,14;CELSIA;EQTY
SDGEB;1750,0;2,04;325199246;189320;35,0;1705,0;1750,0;1703,0;1717,72;GRUPO ENERGIA BOGOTA;EQTY
PFGRUPSURA;16320,0;-1,03;210903780;12903;-170,0;16440,0;16440,0;16250,0;16345,33;GRUPO SURA;EQTY
EXITO;10200,0;-5,56;199665220;19539;-600,0;10350,0;10350,0;10200,0;10218,8;EXITO;EQTY
PFGRUPOARG;7000,0;-6,04;136011565;19481;-450,0;6975,0;7000,0;6970,0;6981,75;GRUPO ARGOS;EQTY
MINEROS;2170,0;-0,46;111279896;51283;-10,0;2180,0;2180,0;2170,0;2169,92;MINEROS;EQTY
PFCEMARGOS;2930,0;-2,33;98715419;33069;-70,0;2930,0;2930,0;2930,0;2985,13;CEMENTOS ARGOS;EQTY
TERPEL;7910,0;-1,0;69016995;8628;-80,0;7990,0;7990,0;7910,0;7999,19;ORGANIZACION TERPEL;EQTY
PROMIGAS;5760,0;-;55848155;9683;0,0;5760,0;5760,0;5760,0;5767,65;PROMIGAS;EQTY
BHI;284,0;1,43;41960572;148839;4,0;284,0;284,0;280,0;281,92;BAC HOLDING INTERNATIONAL CORP;EQTY
PFCORFICOL;16110,0;-0,12;30691270;1882;-20,0;16110,0;16110,0;16110,0;16307,79;CORFICOLOMBIANA;EQTY
GRUBOLIVAR;-;-;25677360;395;-;-;-;-;65005,97;GRUPO BOLIVAR;EQTY
BVC;9185,0;2,06;24733465;2718;185,0;9000,0;9185,0;9000,0;9099,88;BOLSA DE VALORES DE COLOMBIA;EQTY
ETB;145,3;-5,03;17911572,1;121924;-7,7;145,3;145,3;145,3;146,91;ETB;EQTY
CONCONCRET;265,0;-1,12;9848554,5;37139;-3,0;265,0;265,0;265,0;265,18;CONCONCRETO S.A;EQTY
BBVACOL;315,0;-;7742070;24578;0,0;315,0;315,0;315,0;315,0;BBVA COLOMBIA;EQTY
FABRICATO;-;-;2975899,63;456513;-;-;-;-;6,52;FABRICATO;EQTY
CLH;-;-;696576;256;-;-;-;-;2721,0;CEMEX LATAM HOLDINGS;EQTY
ENKA;-;-;664399,72;31605;-;-;-;-;21,02;ENKA DE COLOMBIA;EQTY
BMC;-;-;630000;630;-;-;-;-;1000,0;BMC BOLSA MERCANTIL DE COL;EQTY
COLTEJER;-;-;6000;20;-;-;-;-;300,0;COLTEJER;EQTY
