Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2267,0;-1,26;12531629420;5508819;-29,0;2190,0;2309,0;2190,0;2274,83;ECOPETROL;EQTY
PFBCOLOM;31420,0;-4,44;11948566630;376366;-1460,0;33000,0;33000,0;31250,0;31747,2;BANCO BANCOLOMBIA;EQTY
ISA;21500,0;0,0;2899445270;134883;0,0;21600,0;21600,0;21200,0;21496,0;ISA INTERCONEXION ELECTRICA;EQTY
BHI;300,0;-4,15;2106725375,6;6735029;-13,0;314,0;314,0;300,0;312,8;BAC HOLDING INTERNATIONAL CORP;EQTY
BCOLOMBIA;33630,0;-4,73;1840763930;53800;-1670,0;35000,0;35100,0;33630,0;34214,94;BANCO BANCOLOMBIA;EQTY
PFGRUPSURA;16790,0;-0,06;831233600;50753;-10,0;16800,0;17060,0;16300,0;16378,02;GRUPO SURA;EQTY
GRUPOARGOS;13630,0;-2,64;704962140;51523;-370,0;13720,0;14000,0;13630,0;13682,47;GRUPO ARGOS;EQTY
CNEC;8005,0;-2,2;565958130;70532;-180,0;8160,0;8160,0;7950,0;8024,13;CANACOL ENERGY LTD;EQTY
GRUBOLIVAR;68100,0;-0,15;561309400;8241;-100,0;68200,0;68200,0;68100,0;68111,81;GRUPO BOLIVAR;EQTY
GRUPOSURA;40300,0;-4,91;510339270;12520;-2080,0;41500,0;41880,0;40300,0;40761,92;GRUPO SURA;EQTY
PFAVAL;753,5;-2,52;486551989,6;642084;-19,5;770,0;770,0;753,5;757,77;GRUPO AVAL ACCIONES Y VALORES;EQTY
ICOLCAP;13530,0;-1,44;466786964,5;34482;-197,0;13650,0;13650,0;13530,0;13537,12;FONDO BURSATIL ISHARES COLCAP;EQTY
CELSIA;3776,0;-2,71;397832695;104464;-105,0;3800,0;3898,0;3772,0;3808,32;CELSIA;EQTY
CEMARGOS;4251,0;-2,28;336646814;78412;-99,0;4395,0;4469,0;4250,0;4293,31;CEMENTOS ARGOS;EQTY
BOGOTA;45450,0;-1,09;306265810;6697;-500,0;45520,0;45950,0;45400,0;45731,79;BANCO DE BOGOTA;EQTY
PFDAVVNDA;30700,0;-1,6;259914640;8453;-500,0;30800,0;31090,0;30610,0;30748,21;BANCO DAVIVIENDA;EQTY
PFGRUPOARG;7300,0;0,0;237460425;32503;0,0;7495,0;7495,0;7260,0;7305,8;GRUPO ARGOS;EQTY
PFCEMARGOS;3101,0;-1,71;205570109;65426;-54,0;3155,0;3155,0;3101,0;3142,02;CEMENTOS ARGOS;EQTY
GEB;1981,0;1,07;160184379;80516;21,0;1995,0;1995,0;1981,0;1989,47;GRUPO ENERGIA BOGOTA;EQTY
NUTRESA;43500,0;-0,23;138131620;3179;-100,0;43500,0;43500,0;43500,0;43451,28;GRUPO NUTRESA;EQTY
ELCONDOR;859,0;-0,12;127639530;150644;-1,0;855,0;859,0;810,0;847,29;EL CONDOR;EQTY
CORFICOLCF;20500,0;0,0;122783240;5960;0,0;20990,0;20990,0;20500,0;20601,21;CORFICOLOMBIANA;EQTY
EXITO;10600,0;-2,75;105695570;9881;-300,0;10740,0;10740,0;10600,0;10696,85;EXITO;EQTY
BVC;8910,0;-;95568055;10724;0,0;8910,0;8910,0;8910,0;8911,61;BOLSA DE VALORES DE COLOMBIA;EQTY
PFCORFICOL;16210,0;-1,16;71798080;4406;-190,0;16400,0;16400,0;16210,0;16295,52;CORFICOLOMBIANA;EQTY
CONCONCRET;270,0;1,93;63499965,6;237053;5,1;269,0;270,0;261,9;267,87;CONCONCRETO S.A;EQTY
MINEROS;2340,0;-;61140324;26033;0,0;2340,0;2340,0;2340,0;2348,57;MINEROS;EQTY
ENKA;20,1;-;57263880,36;2853421;0,0;20,1;20,1;20,1;20,07;ENKA DE COLOMBIA;EQTY
PROMIGAS;6060,0;-0,66;50367255;8287;-40,0;6060,0;6060,0;6060,0;6077,86;PROMIGAS;EQTY
BBVACOL;315,0;-11,27;40793130;129502;-40,0;315,0;315,0;315,0;315,0;BBVA COLOMBIA;EQTY
SDGEB;1800,0;-;35398200;19674;0,0;1800,0;1800,0;1800,0;1799,24;GRUPO ENERGIA BOGOTA;EQTY
TERPEL;8250,0;-2,42;32564285;3826;-205,0;8250,0;8250,0;8250,0;8511,31;ORGANIZACION TERPEL;EQTY
VILLAS;4200,0;-;24948000;5940;0,0;4200,0;4200,0;4200,0;4200,0;BANCO AV VILLAS;EQTY
GRUPOAVAL;750,0;-2,47;7983148,7;10641;-19,0;750,0;750,0;750,0;750,23;GRUPO AVAL ACCIONES Y VALORES;EQTY
CLH;-;-;3403860;1203;-;-;-;-;2829,48;CEMEX LATAM HOLDINGS;EQTY
HCOLSEL;-;-;1093445;82;-;-;-;-;13334,7;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
ETB;-;-;356913;2317;-;-;-;-;154,04;ETB;EQTY
PAZRIO;-;-;39750;5000;-;-;-;-;7,95;ACER. PAZ DEL RIO;EQTY
