Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2081,0;-4,19;77967016284;37338399;-91,00;2188,0;2188,0;2081,0;2088,12;ECOPETROL;EQTY
PFBCOLOM;27890,0;1,05;43311801950;1558058;290,00;27400,0;27890,0;27400,0;27798,58;BANCO BANCOLOMBIA;EQTY
BCOLOMBIA;27680,0;0,65;31996347910;1155934;180,00;27560,0;27900,0;27410,0;27680,08;BANCO BANCOLOMBIA;EQTY
ISA;22700,0;0,44;22948526270;1010395;100,00;22670,0;22990,0;22390,0;22712,43;ISA INTERCONEXION ELECTRICA;EQTY
GRUPOSURA;21400,0;-2,55;20928133200;975404;-560,00;21910,0;22150,0;21400,0;21455,86;GRUPO SURA;EQTY
PFAVAL;1040,0;2,46;6577457367;6387521;25,00;1003,0;1040,0;1000,0;1029,74;GRUPO AVAL ACCIONES Y VALORES;EQTY
CORFICOLCF;29000,0;0,73;3727822780;128589;210,00;28790,0;29480,0;28700,0;28990,22;CORFICOLOMBIANA;EQTY
GRUPOARGOS;12000,0;-0,50;3403217580;283872;-60,00;12080,0;12080,0;11900,0;11988,56;GRUPO ARGOS;EQTY
NUTRESA;23260,0;-0,04;3201947570;138749;-10,00;23010,0;23260,0;22880,0;23077,27;GRUPO NUTRESA;EQTY
CLH;3232,0;0,09;2775252510;859639;3,00;3227,0;3232,0;3226,0;3228,39;CEMEX LATAM HOLDINGS;EQTY
PFCORFICOL;24580,0;3,32;2515518950;103127;790,00;23800,0;24680,0;23790,0;24392,44;CORFICOLOMBIANA;EQTY
CEMARGOS;4980,0;-1,39;2352265275;471600;-70,00;5045,0;5050,0;4971,0;4987,84;CEMENTOS ARGOS;EQTY
GEB;2560,0;0,79;2261430905;884828;20,00;2520,0;2560,0;2515,0;2555,79;GRUPO ENERGIA BOGOTA;EQTY
CELSIA;4500,0;0,00;2210042242;491199;0,00;4520,0;4520,0;4480,0;4499,28;CELSIA;EQTY
PFDAVVNDA;28100,0;0,32;2177625350;77411;90,00;28020,0;28570,0;28020,0;28130,7;BANCO DAVIVIENDA;EQTY
ICOLCAP;12773,0;-0,56;1386132010;108770;-72,00;12725,0;12773,0;12725,0;12743,7;FONDO BURSATIL ISHARES COLCAP;EQTY
CNEC;11140,0;0,54;1077864310;97691;60,00;11020,0;11240,0;10840,0;11033,4;CANACOL ENERGY LTD;EQTY
BOGOTA;70510,0;0,01;855165700;12118;10,00;71200,0;71200,0;70400,0;70569,87;BANCO DE BOGOTA;EQTY
PFGRUPSURA;18000,0;0,00;753581590;41944;0,00;18100,0;18100,0;17850,0;17966,37;GRUPO SURA;EQTY
TERPEL;8500,0;5,59;726651910;87245;450,00;7995,0;8500,0;7995,0;8328,87;ORGANIZACION TERPEL;EQTY
CONCONCRET;370,0;-1,60;526125515;1407891;-6,00;376,0;376,0;370,0;373,7;CONCONCRETO S.A;EQTY
BVC;11150,0;-0,45;451918400;40506;-50,00;11200,0;11200,0;11150,0;11156,83;BOLSA DE VALORES DE COLOMBIA;EQTY
MINEROS;3700,0;-1,86;382957610;102768;-70,00;3780,0;3780,0;3700,0;3726,43;MINEROS;EQTY
ETB;210,0;0,24;202576513;964326;0,50;210,0;211,0;209,9;210,07;ETB;EQTY
PFGRUPOARG;9300,0;-1,90;193109460;20531;-180,00;9480,0;9480,0;9300,0;9405,75;GRUPO ARGOS;EQTY
PFCEMARGOS;3961,0;-0,98;174645488;43855;-39,00;4000,0;4000,0;3961,0;3982,34;CEMENTOS ARGOS;EQTY
ELCONDOR;1013,0;-3,06;158488156;155470;-32,00;1040,0;1044,0;1010,0;1019,41;EL CONDOR;EQTY
EXITO;12800,0;-1,54;52020800;4045;-200,00;12980,0;12980,0;12800,0;12860,52;EXITO;EQTY
GRUPOAVAL;1010,0;1,10;50500000;50000;11,00;1010,0;1010,0;1010,0;1010,0;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFAVH;150,0;-6,37;45188090;303600;-10,20;150,0;150,0;150,0;148,84;AVIANCA HOLDINGS S.A.;EQTY
PROMIGAS;7500,0;0,00;32302500;4307;0,00;7500,0;7500,0;7500,0;7500,0;PROMIGAS;EQTY
FABRICATO;4,95;5,32;22275000;4500000;0,25;4,95;4,95;4,95;4,95;FABRICATO;EQTY
GRUBOLIVAR;62520,0;-0,76;15004000;240;-480,00;62520,0;62520,0;62520,0;62516,67;GRUPO BOLIVAR;EQTY
