Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;47220,0;0,04;22854322300;484086;20,00;47000,0;47400,0;47000,0;47211,29;BANCO BANCOLOMBIA;EQTY
BCOLOMBIA;44480,0;0,45;14846056360;334408;200,00;44480,0;44520,0;43960,0;44395,04;BANCO BANCOLOMBIA;EQTY
ISA;18740,0;-0,85;10299220660;548728;-160,00;19100,0;19100,0;18600,0;18769,26;ISA INTERCONEXION ELECTRICA;EQTY
ECOPETROL;3215,0;0,00;8691958270;2706843;0,00;3200,0;3225,0;3195,0;3211,11;ECOPETROL;EQTY
GRUPOSURA;33060,0;-0,12;6365635120;192314;-40,00;33100,0;33260,0;33060,0;33100,22;GRUPO SURA;EQTY
GRUPOARGOS;17200,0;-3,70;4696854200;271226;-660,00;17840,0;17840,0;16960,0;17317,12;GRUPO ARGOS;EQTY
PFDAVVNDA;46600,0;-0,13;4033570480;86563;-60,00;46020,0;46980,0;46020,0;46596,93;BANCO DAVIVIENDA;EQTY
NUTRESA;24820,0;-2,13;3846547560;153656;-540,00;25200,0;25360,0;24820,0;25033,5;GRUPO NUTRESA;EQTY
PFGRUPSURA;28100,0;-0,92;3825964280;134936;-260,00;28340,0;28480,0;28100,0;28353,92;GRUPO SURA;EQTY
PFAVAL;1465,0;-1,01;2578223485;1754561;-15,00;1480,0;1480,0;1465,0;1469,44;GRUPO AVAL ACCIONES Y VALORES;EQTY
ICOLCAP;16636,0;-0,50;2528680000;152000;-84,00;16640,0;16640,0;16636,0;16636,05;FONDO BURSATIL ISHARES COLCAP;EQTY
GEB;2380,0;-0,42;1985309920;830189;-10,00;2395,0;2420,0;2380,0;2391,4;GRUPO ENERGIA BOGOTA;EQTY
CEMARGOS;6220,0;-1,43;1833797580;293512;-90,00;6310,0;6310,0;6220,0;6247,78;CEMENTOS ARGOS;EQTY
HCOLSEL;15297,0;-0,02;1529700000;100000;-3,00;15297,0;15297,0;15297,0;15297,0;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
BOGOTA;87200,0;-2,79;1528713360;17210;-2500,00;89600,0;89600,0;87040,0;88827,04;BANCO DE BOGOTA;EQTY
EXITO;14200,0;-3,40;1262543800;87601;-500,00;14980,0;14980,0;14200,0;14412,44;EXITO;EQTY
TERPEL;10000,0;0,00;1031642240;103156;0,00;10020,0;10040,0;10000,0;10000,8;ORGANIZACION TERPEL;EQTY
PFGRUPOARG;12640,0;-2,77;910902680;72232;-360,00;12980,0;12980,0;12440,0;12610,79;GRUPO ARGOS;EQTY
CORFICOLCF;32720,0;-0,24;704432340;21531;-80,00;32820,0;32820,0;32580,0;32717,12;CORFICOLOMBIANA;EQTY
PFCEMARGOS;4800,0;-2,64;547821130;113606;-130,00;4910,0;4910,0;4780,0;4822,11;CEMENTOS ARGOS;EQTY
CNEC;11200,0;-0,53;416796700;37325;-60,00;11300,0;11300,0;11120,0;11166,69;CANACOL ENERGY LTD;EQTY
ETB;252,0;0,00;347920997;1372989;0,00;256,0;256,0;252,0;253,4;ETB;EQTY
CELSIA;4425,0;-0,56;280247695;63147;-25,00;4450,0;4450,0;4425,0;4438,02;CELSIA;EQTY
ELCONDOR;1380,0;-0,36;164582000;120200;-5,00;1370,0;1380,0;1360,0;1369,23;EL CONDOR;EQTY
PFAVH;2035,0;-0,97;157469435;76986;-20,00;2080,0;2080,0;2035,0;2045,43;AVIANCA HOLDINGS S.A.;EQTY
CONCONCRET;488,0;2,52;143639031;301738;12,00;475,0;488,0;470,0;476,04;CONCONCRETO S.A;EQTY
GASNATURAL;87100,0;0,35;130127400;1494;300,00;87100,0;87100,0;87100,0;87100,0;VANTI S.A. ESP;EQTY
GRUBOLIVAR;81500,0;0,74;65689000;806;600,00;81500,0;81500,0;81500,0;81500,0;GRUPO BOLIVAR;EQTY
GRUPOAVAL;1450,0;-0,68;61217565;42333;-10,00;1445,0;1450,0;1445,0;1446,1;GRUPO AVAL ACCIONES Y VALORES;EQTY
CLH;4215,0;0,24;47832075;11358;10,00;4210,0;4215,0;4210,0;4211,31;CEMEX LATAM HOLDINGS;EQTY
PROMIGAS;7780,0;3,73;37402400;4840;280,00;7780,0;7780,0;7780,0;7727,77;PROMIGAS;EQTY
OCCIDENTE;38000,0;0,00;29982000;789;0,00;38000,0;38000,0;38000,0;38000,0;BANCO DE OCCIDENTE;EQTY
MINEROS;3180,0;0,63;28190200;8915;20,00;3155,0;3180,0;3155,0;3162,11;MINEROS;EQTY
PFCARPAK;5300,0;0,00;6402400;1208;0,00;5300,0;5300,0;5300,0;5300,0;CARVAJAL EMPAQUES S.A.;EQTY
BVC;0,0;0,00;5610000;510;0,00;0,0;0,0;0,0;11000,0;BOLSA DE VALORES DE COLOMBIA;EQTY
FABRICATO;0,0;0,00;1861913,7;361935;0,00;0,0;0,0;0,0;5,14;FABRICATO;EQTY
CARTON;0,0;0,00;531900;54;0,00;0,0;0,0;0,0;9850,0;CARTON COLOMBIA;EQTY
