Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2115,0;2,42;66563730025;31691332;50,00;2060,0;2115,0;2050,0;2100,38;ECOPETROL;EQTY
PFBCOLOM;25900,0;1,49;62905023540;2442188;380,00;25600,0;25900,0;25340,0;25757,65;BANCO BANCOLOMBIA;EQTY
ISA;20240,0;1,10;39223550460;1938236;220,00;19920,0;20420,0;19920,0;20236,73;ISA INTERCONEXION ELECTRICA;EQTY
GRUPOARGOS;11500,0;-1,54;25181787400;2186683;-180,00;11860,0;11880,0;11500,0;11515,98;GRUPO ARGOS;EQTY
GEB;2550,0;3,45;24061205370;9502474;85,00;2455,0;2550,0;2445,0;2532,1;GRUPO ENERGIA BOGOTA;EQTY
CEMARGOS;4700,0;6,58;18699049045;4024915;290,00;4415,0;4700,0;4410,0;4645,82;CEMENTOS ARGOS;EQTY
GRUPOSURA;22380,0;-0,53;15987721040;713583;-120,00;22420,0;22660,0;22320,0;22404,85;GRUPO SURA;EQTY
PFAVAL;915,0;1,10;15703966731;17312002;10,00;905,0;915,0;903,0;907,11;GRUPO AVAL ACCIONES Y VALORES;EQTY
BCOLOMBIA;26200,0;1,95;14069978760;539258;500,00;25320,0;26200,0;25300,0;26091,37;BANCO BANCOLOMBIA;EQTY
ICOLCAP;12223,0;0,93;7800653798;642048;112,50;12029,0;12223,0;12029,0;12149,64;FONDO BURSATIL ISHARES COLCAP;EQTY
CORFICOLCF;26100,0;-1,88;7356462740;281470;-500,00;26500,0;26500,0;26000,0;26135,87;CORFICOLOMBIANA;EQTY
PROMIGAS;7290,0;-0,14;6914892540;949126;-10,00;7270,0;7290,0;7240,0;7285,54;PROMIGAS;EQTY
PFDAVVNDA;28380,0;0,28;6249572420;220207;80,00;28380,0;28760,0;28200,0;28380,44;BANCO DAVIVIENDA;EQTY
NUTRESA;21900,0;-0,90;5107366620;232186;-200,00;22100,0;22360,0;21900,0;21996,88;GRUPO NUTRESA;EQTY
BOGOTA;67980,0;0,71;1665315040;24498;480,00;67480,0;67980,0;67480,0;67977,59;BANCO DE BOGOTA;EQTY
CNEC;10080,0;3,92;1658633820;167753;380,00;9660,0;10080,0;9650,0;9887,36;CANACOL ENERGY LTD;EQTY
CELSIA;4545,0;0,55;1270970335;279693;25,00;4530,0;4545,0;4530,0;4544,16;CELSIA;EQTY
HCOLSEL;11220,0;-1,71;1143440000;102000;-195,00;11210,0;11220,0;11210,0;11210,2;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
TERPEL;8350,0;1,33;1042405100;126471;110,00;8240,0;8350,0;8200,0;8242,25;ORGANIZACION TERPEL;EQTY
PFGRUPSURA;19220,0;0,31;603139880;31539;60,00;19060,0;19220,0;18900,0;19123,62;GRUPO SURA;EQTY
PFCEMARGOS;3830,0;2,00;521259595;138117;75,00;3750,0;3990,0;3750,0;3774,04;CEMENTOS ARGOS;EQTY
BVC;11300,0;0,00;254772380;22583;0,00;11240,0;11300,0;11200,0;11281,6;BOLSA DE VALORES DE COLOMBIA;EQTY
ETB;213,0;3,40;150509552;716963;7,00;208,0;213,0;205,0;209,93;ETB;EQTY
PFCORFICOL;21600,0;-0,46;143113280;6623;-100,00;21620,0;21620,0;21600,0;21608,53;CORFICOLOMBIANA;EQTY
PFGRUPOARG;9080,0;0,44;116478140;12832;40,00;9070,0;9100,0;9070,0;9077,16;GRUPO ARGOS;EQTY
EXITO;11420,0;0,35;74698820;6545;40,00;11420,0;11420,0;11420,0;11413,11;EXITO;EQTY
GRUBOLIVAR;64020,0;-2,20;74135160;1158;-1440,00;64020,0;64020,0;64020,0;64020,0;GRUPO BOLIVAR;EQTY
PFAVH;205,0;-0,49;72102375;350229;-1,00;206,0;206,0;205,0;205,87;AVIANCA HOLDINGS S.A.;EQTY
MINEROS;3750,0;0,00;50058750;13349;0,00;3750,0;3750,0;3750,0;3750,0;MINEROS;EQTY
CONCONCRET;336,0;0,60;36288264;107464;2,00;340,0;340,0;336,0;337,68;CONCONCRETO S.A;EQTY
ELCONDOR;0,0;0,00;9034200;8604;0,00;0,0;0,0;0,0;1050,0;EL CONDOR;EQTY
GRUPOAVAL;0,0;0,00;4036410;4515;0,00;0,0;0,0;0,0;894,0;GRUPO AVAL ACCIONES Y VALORES;EQTY
