Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;3380,0;1,81;25918654780;7724860;60,00;3360,0;3380,0;3335,0;3355,23;ECOPETROL;EQTY
PFBCOLOM;45180,0;0,09;15364156000;341480;40,00;45140,0;45480,0;44320,0;44992,84;BANCO BANCOLOMBIA;EQTY
ISA;20300,0;2,11;11713532280;583812;420,00;19880,0;20480,0;19860,0;20063,88;ISA INTERCONEXION ELECTRICA;EQTY
BCOLOMBIA;44300,0;-0,18;6711541700;151955;-80,00;44360,0;44360,0;43900,0;44167,96;BANCO BANCOLOMBIA;EQTY
HCOLSEL;15464,0;0,30;6478600000;420000;46,00;15390,0;15464,0;15390,0;15425,24;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
GRUPOSURA;34200,0;0,59;4772919560;139787;200,00;33360,0;34340,0;33360,0;34144,23;GRUPO SURA;EQTY
ICOLCAP;16951,5;0,83;3489582553;207072;139,50;16836,0;16951,5;16836,0;16852,03;FONDO BURSATIL ISHARES COLCAP;EQTY
GRUPOARGOS;18980,0;4,40;3418774700;182811;800,00;17980,0;18980,0;17980,0;18701,14;GRUPO ARGOS;EQTY
CEMARGOS;7000,0;-1,69;3298060460;470774;-120,00;7040,0;7100,0;6960,0;7005,61;CEMENTOS ARGOS;EQTY
PFAVAL;1470,0;0,68;2928156865;1999278;10,00;1460,0;1480,0;1445,0;1464,61;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFGRUPOARG;13520,0;0,30;806802520;60173;40,00;13360,0;13520,0;13300,0;13408,05;GRUPO ARGOS;EQTY
CORFICOLCF;31300,0;2,29;541248160;17371;700,00;31000,0;31300,0;30540,0;31158,15;CORFICOLOMBIANA;EQTY
EXITO;13600,0;-2,02;477635640;35009;-280,00;13800,0;13800,0;13520,0;13643,22;EXITO;EQTY
GEB;2225,0;0,68;406443350;183165;15,00;2215,0;2225,0;2215,0;2219,0;GRUPO ENERGIA BOGOTA;EQTY
PFDAVVNDA;45300,0;-0,66;401565060;8898;-300,00;43540,0;45300,0;43540,0;45129,81;BANCO DAVIVIENDA;EQTY
NUTRESA;25280,0;0,72;386876560;15283;180,00;25320,0;25400,0;25280,0;25314,18;GRUPO NUTRESA;EQTY
PFAVH;1820,0;0,28;355891185;197385;5,00;1815,0;1820,0;1800,0;1803,03;AVIANCA HOLDINGS S.A.;EQTY
PFGRUPSURA;29200,0;-0,54;283323840;9709;-160,00;29280,0;29300,0;29100,0;29181,57;GRUPO SURA;EQTY
CLH;4420,0;0,45;159966680;36234;20,00;4420,0;4420,0;4420,0;4414,82;CEMEX LATAM HOLDINGS;EQTY
BOGOTA;88780,0;4,32;114061100;1300;3680,00;85120,0;88780,0;85120,0;87739,31;BANCO DE BOGOTA;EQTY
PFCORFICOL;26000,0;0,46;104278420;4025;120,00;25900,0;26000,0;25900,0;25907,68;CORFICOLOMBIANA;EQTY
TERPEL;10000,0;0,00;98670000;9867;0,00;10000,0;10000,0;10000,0;10000,0;ORGANIZACION TERPEL;EQTY
PROMIGAS;8240,0;6,87;82428500;10243;530,00;7800,0;8240,0;7800,0;8047,3;PROMIGAS;EQTY
CELSIA;4490,0;2,05;80927760;18024;90,00;4490,0;4490,0;4490,0;4490,0;CELSIA;EQTY
PFCEMARGOS;5610,0;1,63;69089040;12414;90,00;5550,0;5610,0;5550,0;5565,41;CEMENTOS ARGOS;EQTY
CNEC;11840,0;0,68;37944500;3205;80,00;11840,0;11840,0;11840,0;11839,16;CANACOL ENERGY LTD;EQTY
ETB;260,0;0,39;25480605;98534;1,00;260,0;260,0;260,0;258,6;ETB;EQTY
POPULAR;326,0;0,00;24779912;76012;0,00;326,0;326,0;326,0;326,0;BANCO POPULAR;EQTY
MINEROS;3285,0;0,15;17018465;5183;5,00;3285,0;3285,0;3285,0;3283,52;MINEROS;EQTY
GRUBOLIVAR;79000,0;0,00;14931000;189;0,00;79000,0;79000,0;79000,0;79000,0;GRUPO BOLIVAR;EQTY
FABRICATO;5,5;-5,98;13855514,56;2500000;-0,35;5,5;5,5;5,5;5,54;FABRICATO;EQTY
BVC;11600,0;0,00;7656000;660;0,00;11600,0;11600,0;11600,0;11600,0;BOLSA DE VALORES DE COLOMBIA;EQTY
