Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2060,0;-0,72;8126791860;3908052;-15,00;2105,0;2120,0;2060,0;2079,5;ECOPETROL;EQTY
PFBCOLOM;24660,0;-0,16;6642805360;267876;-40,00;24960,0;25400,0;24540,0;24798,06;BANCO BANCOLOMBIA;EQTY
ISA;18560,0;-1,28;3656019460;195536;-240,00;18800,0;18960,0;18460,0;18697,42;ISA INTERCONEXION ELECTRICA;EQTY
ICOLCAP;11348,0;-0,46;2795843350;246110;-52,00;11400,0;11405,0;11348,0;11360,14;FONDO BURSATIL ISHARES COLCAP;EQTY
PFDAVVNDA;27740,0;-0,93;2689945600;95840;-260,00;28140,0;28280,0;27500,0;28067,05;BANCO DAVIVIENDA;EQTY
GRUPOSURA;18440,0;-1,07;2267703780;121440;-200,00;18900,0;18900,0;18440,0;18673,45;GRUPO SURA;EQTY
PFAVAL;824,0;-0,72;2030792089;2446708;-6,00;840,0;840,0;822,0;830,01;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFCORFICOL;23340,0;1,57;1711436680;73723;360,00;23100,0;23340,0;23000,0;23214,42;CORFICOLOMBIANA;EQTY
BCOLOMBIA;24000,0;0,00;1621976100;67470;0,00;24060,0;24740,0;23600,0;24039,96;BANCO BANCOLOMBIA;EQTY
GRUPOARGOS;9750,0;-1,52;1507038030;153902;-150,00;9990,0;9990,0;9700,0;9792,19;GRUPO ARGOS;EQTY
CORFICOLCF;27800,0;0,07;1089249460;39137;20,00;27800,0;28000,0;27780,0;27831,71;CORFICOLOMBIANA;EQTY
NUTRESA;20820,0;-0,38;840695160;40487;-80,00;20640,0;20980,0;20400,0;20764,57;GRUPO NUTRESA;EQTY
GEB;2370,0;1,50;593444290;251698;35,00;2350,0;2370,0;2350,0;2357,76;GRUPO ENERGIA BOGOTA;EQTY
CEMARGOS;3405,0;0,15;256771690;75226;5,00;3405,0;3465,0;3405,0;3413,34;CEMENTOS ARGOS;EQTY
CELSIA;4075,0;-0,97;241064485;58675;-40,00;4100,0;4130,0;4075,0;4108,47;CELSIA;EQTY
BOGOTA;61720,0;1,98;202551500;3322;1200,00;60540,0;61720,0;60540,0;60972,76;BANCO DE BOGOTA;EQTY
PFGRUPSURA;15900,0;0,13;179214480;11287;20,00;15780,0;15900,0;15780,0;15877,96;GRUPO SURA;EQTY
CLH;1520,0;0,00;171275035;112795;0,00;1520,0;1525,0;1510,0;1518,46;CEMEX LATAM HOLDINGS;EQTY
MINEROS;3300,0;0,15;150791380;45728;5,00;3295,0;3300,0;3295,0;3297,57;MINEROS;EQTY
PFAVH;205,0;2,50;127857672;622526;5,00;210,0;210,0;205,0;205,39;AVIANCA HOLDINGS S.A.;EQTY
ETB;220,0;3,29;78864689;361014;7,00;215,0;220,0;215,0;218,45;ETB;EQTY
PFGRUPOARG;7950,0;3,92;62456780;7932;300,00;7810,0;7950,0;7800,0;7874,03;GRUPO ARGOS;EQTY
CNEC;10540,0;-0,38;54162880;5147;-40,00;10540,0;10540,0;10500,0;10523,19;CANACOL ENERGY LTD;EQTY
EXITO;10180,0;1,80;50082320;4920;180,00;10180,0;10200,0;10180,0;10179,33;EXITO;EQTY
BVC;10640,0;-0,56;41740240;3918;-60,00;10680,0;10680,0;10640,0;10653,46;BOLSA DE VALORES DE COLOMBIA;EQTY
CONCONCRET;360,0;0,56;30994200;86095;2,00;360,0;360,0;360,0;360,0;CONCONCRETO S.A;EQTY
PFCEMARGOS;2980,0;0,00;19027280;6406;0,00;2980,0;2980,0;2980,0;2970,23;CEMENTOS ARGOS;EQTY
PROMIGAS;6740,0;3,69;18163000;2700;240,00;6700,0;6740,0;6700,0;6727,04;PROMIGAS;EQTY
TERPEL;6540,0;-0,15;11451540;1751;-10,00;6540,0;6540,0;6540,0;6540,0;ORGANIZACION TERPEL;EQTY
GRUPOAVAL;0,0;0,00;1774080;1980;0,00;0,0;0,0;0,0;896,0;GRUPO AVAL ACCIONES Y VALORES;EQTY
