Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2010,0;-0,50;52771885765;26218671;-10,00;2030,0;2035,0;2000,0;2012,76;ECOPETROL;EQTY
PFBCOLOM;25000,0;-1,65;37522272480;1495107;-420,00;25500,0;25600,0;25000,0;25096,71;BANCO BANCOLOMBIA;EQTY
ISA;20300,0;-1,36;21078909900;1038811;-280,00;20580,0;20660,0;20120,0;20291,38;ISA INTERCONEXION ELECTRICA;EQTY
GRUPOSURA;21420,0;-3,43;12238456800;567709;-760,00;22220,0;22400,0;21420,0;21557,62;GRUPO SURA;EQTY
ICOLCAP;12130,0;0,15;6076989147;500187;18,50;12141,5;12155,0;12130,0;12149,43;FONDO BURSATIL ISHARES COLCAP;EQTY
BCOLOMBIA;24800,0;-2,13;5946448340;238440;-540,00;25360,0;25360,0;24800,0;24938,97;BANCO BANCOLOMBIA;EQTY
CEMARGOS;4780,0;0,63;2597079625;544315;30,00;4750,0;4870,0;4750,0;4771,28;CEMENTOS ARGOS;EQTY
PFDAVVNDA;28980,0;2,11;1876523420;64726;600,00;28800,0;29380,0;28380,0;28991,8;BANCO DAVIVIENDA;EQTY
PFAVAL;909,0;-0,11;1742328743;1915721;-1,00;909,0;912,0;908,0;909,49;GRUPO AVAL ACCIONES Y VALORES;EQTY
GEB;2520,0;0,00;1456361200;577667;0,00;2515,0;2530,0;2510,0;2521,11;GRUPO ENERGIA BOGOTA;EQTY
GRUPOARGOS;11580,0;0,70;1330575080;115338;80,00;11600,0;11700,0;11420,0;11536,31;GRUPO ARGOS;EQTY
HCOLSEL;11144,0;-0,68;1114400000;100000;-76,00;11144,0;11144,0;11144,0;11144,0;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
PFGRUPSURA;18640,0;-2,31;761233560;40187;-440,00;19100,0;19100,0;18640,0;18942,28;GRUPO SURA;EQTY
NUTRESA;22240,0;0,82;670971240;30269;180,00;22260,0;22280,0;22040,0;22166,94;GRUPO NUTRESA;EQTY
CNEC;9800,0;-1,21;344864520;34766;-120,00;10000,0;10060,0;9800,0;9919,59;CANACOL ENERGY LTD;EQTY
PROMIGAS;7300,0;-0,95;330544000;45280;-70,00;7300,0;7300,0;7300,0;7300,0;PROMIGAS;EQTY
CELSIA;4520,0;-3,42;285220880;62816;-160,00;4505,0;4645,0;4500,0;4540,58;CELSIA;EQTY
MINEROS;3650,0;-0,95;249744380;68560;-35,00;3660,0;3660,0;3620,0;3642,71;MINEROS;EQTY
BOGOTA;68480,0;0,26;232766600;3415;180,00;68500,0;68500,0;67000,0;68160,06;BANCO DE BOGOTA;EQTY
PFAVH;197,0;0,00;173418176;883224;0,00;197,0;197,0;193,0;196,35;AVIANCA HOLDINGS S.A.;EQTY
PFCEMARGOS;3940,0;-0,25;163927880;41451;-10,00;3950,0;3990,0;3940,0;3954,74;CEMENTOS ARGOS;EQTY
CORFICOLCF;26380,0;-0,23;128247620;4866;-60,00;26380,0;26380,0;26360,0;26355,86;CORFICOLOMBIANA;EQTY
GRUBOLIVAR;65000,0;0,00;122297200;1882;0,00;64980,0;65000,0;64980,0;64982,57;GRUPO BOLIVAR;EQTY
PFGRUPOARG;9310,0;0,11;69978190;7493;10,00;9400,0;9400,0;9210,0;9339,14;GRUPO ARGOS;EQTY
EXITO;11300,0;1,80;30744600;2722;200,00;11280,0;11300,0;11280,0;11294,86;EXITO;EQTY
CONCONCRET;336,0;0,00;30691440;91293;0,00;336,0;336,0;336,0;336,19;CONCONCRETO S.A;EQTY
TERPEL;8120,0;-1,69;19366200;2370;-140,00;8120,0;8120,0;8120,0;8171,39;ORGANIZACION TERPEL;EQTY
GRUPOAVAL;0,0;0,00;14320000;16000;0,00;0,0;0,0;0,0;895,0;GRUPO AVAL ACCIONES Y VALORES;EQTY
BBVACOL;281,0;-4,75;11150923;39683;-14,00;281,0;281,0;281,0;281,0;BBVA COLOMBIA;EQTY
PFCORFICOL;0,0;0,00;8647920;396;0,00;0,0;0,0;0,0;21838,18;CORFICOLOMBIANA;EQTY
BVC;0,0;0,00;7386800;654;0,00;0,0;0,0;0,0;11294,8;BOLSA DE VALORES DE COLOMBIA;EQTY
ETB;0,0;0,00;3404671;16176;0,00;0,0;0,0;0,0;210,48;ETB;EQTY
