Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2260,0;-0,44;23538501730;10533034;-10,00;2270,0;2315,0;2180,0;2234,73;ECOPETROL;EQTY
PFBCOLOM;26300,0;7,17;22052028060;839725;1760,00;24900,0;26880,0;24880,0;26261,01;BANCO BANCOLOMBIA;EQTY
ISA;16140,0;4,13;8500581340;520879;640,00;15700,0;16540,0;15700,0;16319,69;ISA INTERCONEXION ELECTRICA;EQTY
PFAVAL;955,0;5,41;8055463849;8490763;49,00;917,0;970,0;916,0;948,73;GRUPO AVAL ACCIONES Y VALORES;EQTY
BCOLOMBIA;25400,0;6,72;7783828740;305279;1600,00;24400,0;25900,0;24020,0;25497,43;BANCO BANCOLOMBIA;EQTY
GRUPOARGOS;11800,0;-2,48;7356038460;609202;-300,00;12400,0;13160,0;11400,0;12074,88;GRUPO ARGOS;EQTY
GRUPOSURA;21900,0;9,72;5546182580;257808;1940,00;20500,0;21900,0;20500,0;21512,84;GRUPO SURA;EQTY
NUTRESA;19720,0;0,10;3268520800;165464;20,00;20100,0;20280,0;18800,0;19753,67;GRUPO NUTRESA;EQTY
PFGRUPSURA;17380,0;5,33;2181476980;126186;880,00;17400,0;17460,0;17120,0;17287,79;GRUPO SURA;EQTY
CEMARGOS;4040,0;3,59;1723135020;428436;140,00;3950,0;4120,0;3950,0;4021,92;CEMENTOS ARGOS;EQTY
PFDAVVNDA;28500,0;5,56;1523480780;53467;1500,00;28620,0;28620,0;28300,0;28493,85;BANCO DAVIVIENDA;EQTY
CLH;1500,0;4,17;1193046350;792543;60,00;1510,0;1550,0;1485,0;1505,34;CEMEX LATAM HOLDINGS;EQTY
CNEC;10220,0;0,59;1109505360;107540;60,00;10280,0;10480,0;10120,0;10317,14;CANACOL ENERGY LTD;EQTY
CORFICOLCF;26100,0;-1,51;1001265880;37466;-400,00;26980,0;26980,0;26100,0;26724,65;CORFICOLOMBIANA;EQTY
MINEROS;2695,0;4,26;836795055;321745;110,00;2520,0;2695,0;2520,0;2600,8;MINEROS;EQTY
GEB;2155,0;-1,37;769881525;354339;-30,00;2180,0;2215,0;2155,0;2172,73;GRUPO ENERGIA BOGOTA;EQTY
ICOLCAP;11847,0;4,10;477244703;40497;467,00;11492,0;11886,0;11492,0;11784,69;FONDO BURSATIL ISHARES COLCAP;EQTY
PFAVH;481,0;4,11;470245422;966316;19,00;490,0;498,0;480,0;486,64;AVIANCA HOLDINGS S.A.;EQTY
EXITO;11880,0;-0,83;422319580;35389;-100,00;12000,0;12100,0;11700,0;11933,64;EXITO;EQTY
BVC;8500,0;0,59;344789180;40326;50,00;8450,0;8660,0;8450,0;8550,05;BOLSA DE VALORES DE COLOMBIA;EQTY
PFGRUPOARG;9300,0;8,14;304301110;32943;700,00;9100,0;9300,0;9100,0;9237,2;GRUPO ARGOS;EQTY
BOGOTA;76500,0;1,32;170816500;2245;1000,00;75500,0;76500,0;75500,0;76087,53;BANCO DE BOGOTA;EQTY
CELSIA;4165,0;1,09;65224250;15648;45,00;4180,0;4180,0;4165,0;4168,22;CELSIA;EQTY
ETB;190,0;0,53;56118484;290788;1,00;196,0;196,0;190,0;192,99;ETB;EQTY
PFCORFICOL;22400,0;5,56;44412000;1980;1180,00;22600,0;22600,0;22400,0;22430,3;CORFICOLOMBIANA;EQTY
PFCEMARGOS;3650,0;4,29;40181280;11036;150,00;3600,0;3650,0;3600,0;3640,93;CEMENTOS ARGOS;EQTY
PROMIGAS;7000,0;0,00;15400000;2200;0,00;7000,0;7000,0;7000,0;7000,0;PROMIGAS;EQTY
CONCONCRET;0,0;0,00;1949840;5744;0,00;0,0;0,0;0,0;339,46;CONCONCRETO S.A;EQTY
