Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;1875,0;-1,06;29793418095;15904373;-20,00;1880,0;1885,0;1860,0;1873,28;ECOPETROL;EQTY
ICOLCAP;11891,0;0,09;18386747329;1547823;11,00;11868,0;11967,5;11868,0;11879,1;FONDO BURSATIL ISHARES COLCAP;EQTY
HCOLSEL;10919,0;0,22;16363500000;1500000;24,00;10904,0;10919,0;10904,0;10909,0;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
BCOLOMBIA;24160,0;-0,49;5683058040;233300;-120,00;24700,0;24700,0;24000,0;24359,44;BANCO BANCOLOMBIA;EQTY
PFBCOLOM;24680,0;-0,08;3325164680;134157;-20,00;24820,0;25000,0;24600,0;24785,62;BANCO BANCOLOMBIA;EQTY
PFGRUPOARG;9300,0;-6,25;1795000500;188128;-620,00;9520,0;9630,0;9300,0;9541,38;GRUPO ARGOS;EQTY
PFAVAL;903,0;0,56;1644842038;1823719;5,00;900,0;905,0;899,0;901,92;GRUPO AVAL ACCIONES Y VALORES;EQTY
GRUPOARGOS;11700,0;0,86;1628875420;139564;100,00;11320,0;11820,0;11320,0;11671,17;GRUPO ARGOS;EQTY
GRUPOSURA;20620,0;0,00;1133265080;54450;0,00;21000,0;21000,0;20620,0;20812,95;GRUPO SURA;EQTY
NUTRESA;21960,0;-3,09;1081200920;48622;-700,00;22180,0;22420,0;21820,0;22236,87;GRUPO NUTRESA;EQTY
CNEC;9990,0;-2,25;886610080;88591;-230,00;10100,0;10160,0;9920,0;10007,9;CANACOL ENERGY LTD;EQTY
CORFICOLCF;26480,0;-0,45;567631780;21471;-120,00;26600,0;26600,0;26220,0;26437,14;CORFICOLOMBIANA;EQTY
CEMARGOS;4590,0;-0,86;534745490;116050;-40,00;4490,0;4640,0;4490,0;4607,89;CEMENTOS ARGOS;EQTY
PFGRUPSURA;18080,0;-2,27;534137080;29258;-420,00;18780,0;18780,0;18080,0;18256,1;GRUPO SURA;EQTY
BOGOTA;69000,0;0,00;425791160;6170;0,00;69000,0;69020,0;69000,0;69009,91;BANCO DE BOGOTA;EQTY
GEB;2460,0;0,41;415475485;167677;10,00;2470,0;2490,0;2460,0;2477,83;GRUPO ENERGIA BOGOTA;EQTY
MINEROS;3570,0;-0,83;262810255;73151;-30,00;3600,0;3600,0;3565,0;3592,71;MINEROS;EQTY
PFDAVVNDA;27400,0;0,00;254805400;9308;0,00;27240,0;27400,0;27000,0;27374,88;BANCO DAVIVIENDA;EQTY
CELSIA;4520,0;-2,16;226750400;49810;-100,00;4600,0;4600,0;4520,0;4552,31;CELSIA;EQTY
BVC;11100,0;-3,48;218063060;19492;-400,00;11400,0;11400,0;11020,0;11187,31;BOLSA DE VALORES DE COLOMBIA;EQTY
TERPEL;8280,0;1,72;187346250;22953;140,00;8220,0;8310,0;8100,0;8162,17;ORGANIZACION TERPEL;EQTY
PFCEMARGOS;3755,0;-2,85;184265695;49011;-110,00;3800,0;3800,0;3755,0;3759,68;CEMENTOS ARGOS;EQTY
ISA;20280,0;-0,49;182142440;9044;-100,00;20020,0;20280,0;20020,0;20139,59;ISA INTERCONEXION ELECTRICA;EQTY
GRUPOAVAL;887,0;-0,45;87161942;98266;-4,00;887,0;887,0;887,0;887,0;GRUPO AVAL ACCIONES Y VALORES;EQTY
ELCONDOR;986,0;-1,40;83287767;83859;-14,00;1000,0;1000,0;986,0;993,19;EL CONDOR;EQTY
PROMIGAS;7030,0;-4,74;77588040;10709;-350,00;7380,0;7380,0;7030,0;7245,12;PROMIGAS;EQTY
PFCORFICOL;21100,0;-1,40;71829400;3374;-300,00;21320,0;21320,0;21100,0;21289,09;CORFICOLOMBIANA;EQTY
GRUBOLIVAR;63100,0;0,16;31360700;497;100,00;63100,0;63100,0;63100,0;63100,0;GRUPO BOLIVAR;EQTY
ETB;206,0;-2,37;21049002;102292;-5,00;206,0;206,0;206,0;205,77;ETB;EQTY
PFAVH;0,0;0,00;19912180;101912;0,00;0,0;0,0;0,0;195,39;AVIANCA HOLDINGS S.A.;EQTY
CONCONCRET;340,0;-2,86;11219320;32998;-10,00;340,0;340,0;340,0;340,0;CONCONCRETO S.A;EQTY
EXITO;11200,0;0,00;9945600;888;0,00;11200,0;11200,0;11200,0;11200,0;EXITO;EQTY
