Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;1975,0;1,28;29389799540;14827973;25,00;1980,0;2025,0;1960,0;1982,05;ECOPETROL;EQTY
PFBCOLOM;24420,0;2,69;27434558780;1140354;640,00;24180,0;24440,0;23600,0;24057,93;BANCO BANCOLOMBIA;EQTY
ICOLCAP;11260,0;1,26;14468784750;1284990;140,00;11260,0;11275,0;11248,0;11259,84;FONDO BURSATIL ISHARES COLCAP;EQTY
NUTRESA;22420,0;1,91;11764630220;533949;420,00;22860,0;22860,0;21900,0;22033,25;GRUPO NUTRESA;EQTY
PFAVAL;802,0;-0,12;9879705258;12224952;-1,00;814,0;817,0;801,0;808,16;GRUPO AVAL ACCIONES Y VALORES;EQTY
ISA;18580,0;4,74;7767219480;422643;840,00;18180,0;18580,0;17940,0;18377,73;ISA INTERCONEXION ELECTRICA;EQTY
GRUPOSURA;21000,0;0,96;7588175380;360830;200,00;20640,0;21400,0;20640,0;21029,78;GRUPO SURA;EQTY
BCOLOMBIA;24240,0;5,39;4777549680;198735;1240,00;24200,0;24240,0;23200,0;24039,8;BANCO BANCOLOMBIA;EQTY
GEB;2180,0;1,40;3828866355;1758989;30,00;2170,0;2205,0;2160,0;2176,74;GRUPO ENERGIA BOGOTA;EQTY
CNEC;10040,0;-0,20;3252218100;322371;-20,00;10040,0;10160,0;10040,0;10088,43;CANACOL ENERGY LTD;EQTY
GRUPOARGOS;9000,0;1,12;2894238310;316269;100,00;9250,0;9270,0;9000,0;9151,19;GRUPO ARGOS;EQTY
PFDAVVNDA;27260,0;-1,02;1330906940;48780;-280,00;27480,0;27480,0;27180,0;27283,87;BANCO DAVIVIENDA;EQTY
HCOLSEL;10217,0;-5,26;1183795000;116000;-567,00;10203,0;10240,0;10203,0;10205,13;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
CEMARGOS;3720,0;3,05;940275195;256491;110,00;3655,0;3720,0;3650,0;3665,92;CEMENTOS ARGOS;EQTY
CORFICOLCF;25600,0;1,03;750292020;29537;260,00;25340,0;25600,0;25340,0;25401,77;CORFICOLOMBIANA;EQTY
PFAVH;440,0;-0,23;739898574;1652036;-1,00;480,0;480,0;440,0;447,87;AVIANCA HOLDINGS S.A.;EQTY
BOGOTA;62000,0;3,06;536875880;8622;1840,00;62920,0;62920,0;61600,0;62268,14;BANCO DE BOGOTA;EQTY
CELSIA;4345,0;3,45;399124795;93832;145,00;4170,0;4345,0;4170,0;4253,61;CELSIA;EQTY
MINEROS;3200,0;1,11;381954785;119824;35,00;3180,0;3200,0;3170,0;3187,63;MINEROS;EQTY
PFGRUPSURA;18200,0;2,25;377485520;20890;400,00;17900,0;18200,0;17900,0;18070,15;GRUPO SURA;EQTY
PFGRUPOARG;8180,0;3,54;361224920;45426;280,00;7800,0;8180,0;7780,0;7951,94;GRUPO ARGOS;EQTY
PROMIGAS;7000,0;0,00;313928890;44882;0,00;7000,0;7000,0;6980,0;6994,54;PROMIGAS;EQTY
CLH;1680,0;-0,88;308246920;182732;-15,00;1730,0;1730,0;1660,0;1686,88;CEMEX LATAM HOLDINGS;EQTY
PFCEMARGOS;2950,0;-1,67;246677370;82601;-50,00;3005,0;3005,0;2950,0;2986,37;CEMENTOS ARGOS;EQTY
BVC;9120,0;1,00;30833200;3390;90,00;9120,0;9120,0;9120,0;9095,34;BOLSA DE VALORES DE COLOMBIA;EQTY
ETB;205,0;0,00;28003165;136213;0,00;206,0;206,0;205,0;205,58;ETB;EQTY
CONCONCRET;399,0;-3,86;26974318;67534;-16,00;400,0;400,0;399,0;399,42;CONCONCRETO S.A;EQTY
EXITO;11680,0;1,57;19244000;1664;180,00;11680,0;11680,0;11680,0;11564,9;EXITO;EQTY
TERPEL;7500,0;0,00;10875000;1450;0,00;7500,0;7500,0;7500,0;7500,0;ORGANIZACION TERPEL;EQTY
PFCORFICOL;0,0;0,00;9751920;454;0,00;0,0;0,0;0,0;21480,0;CORFICOLOMBIANA;EQTY
FABRICATO;0,0;0,00;2999640;714200;0,00;0,0;0,0;0,0;4,2;FABRICATO;EQTY
