Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFAVAL;785,0;4,11;29636890139;38165265;31,00;762,0;793,0;761,0;776,54;GRUPO AVAL ACCIONES Y VALORES;EQTY
ECOPETROL;2050,0;6,22;20288439170;10044395;120,00;1990,0;2075,0;1975,0;2019,88;ECOPETROL;EQTY
PFBCOLOM;23300,0;4,95;14952750200;651260;1100,00;23120,0;23300,0;22100,0;22959,72;BANCO BANCOLOMBIA;EQTY
ISA;18500,0;1,65;13805178020;751308;300,00;18200,0;18500,0;18200,0;18374,86;ISA INTERCONEXION ELECTRICA;EQTY
BCOLOMBIA;22800,0;5,95;8575678280;384022;1280,00;22460,0;22800,0;21600,0;22331,22;BANCO BANCOLOMBIA;EQTY
ICOLCAP;11008,0;1,96;6661711380;611145;212,00;10860,0;11008,0;10860,0;10900,38;FONDO BURSATIL ISHARES COLCAP;EQTY
GRUPOSURA;19900,0;4,74;5855691960;297886;900,00;20000,0;20000,0;19180,0;19657,49;GRUPO SURA;EQTY
GRUPOARGOS;8600,0;2,87;4102432510;476911;240,00;8800,0;8800,0;8440,0;8602,09;GRUPO ARGOS;EQTY
NUTRESA;22080,0;-0,99;3096323620;138997;-220,00;22540,0;22800,0;22000,0;22276,19;GRUPO NUTRESA;EQTY
PFAVH;254,0;25,12;2324387445;9780326;51,00;215,0;255,0;209,0;237,66;AVIANCA HOLDINGS S.A.;EQTY
GEB;2160,0;0,47;2281552780;1055554;10,00;2160,0;2190,0;2150,0;2161,47;GRUPO ENERGIA BOGOTA;EQTY
BOGOTA;59000,0;0,68;1572386400;26633;400,00;58900,0;59880,0;58620,0;59039,03;BANCO DE BOGOTA;EQTY
PFDAVVNDA;25500,0;2,41;1522755420;59900;600,00;25120,0;25520,0;25000,0;25421,63;BANCO DAVIVIENDA;EQTY
CORFICOLCF;25140,0;3,29;1388351020;55488;800,00;24340,0;25140,0;24340,0;25020,74;CORFICOLOMBIANA;EQTY
CEMARGOS;3615,0;-0,96;1326997370;355172;-35,00;3720,0;3800,0;3615,0;3736,21;CEMENTOS ARGOS;EQTY
PFGRUPSURA;16500,0;1,85;1174888000;71522;300,00;16500,0;16500,0;16300,0;16426,95;GRUPO SURA;EQTY
CNEC;9700,0;0,31;840517100;86395;30,00;9710,0;9800,0;9660,0;9728,77;CANACOL ENERGY LTD;EQTY
CLH;1640,0;7,89;751788045;466159;120,00;1600,0;1645,0;1550,0;1612,73;CEMEX LATAM HOLDINGS;EQTY
PFCEMARGOS;2805,0;0,18;370767650;127586;5,00;2930,0;2940,0;2805,0;2906,02;CEMENTOS ARGOS;EQTY
CELSIA;4100,0;1,49;338101575;82630;60,00;4120,0;4120,0;4070,0;4091,75;CELSIA;EQTY
ETB;200,0;2,56;321544600;1604823;5,00;200,0;204,0;200,0;200,36;ETB;EQTY
PROMIGAS;6800,0;-1,73;276280000;40200;-120,00;6900,0;6900,0;6800,0;6872,64;PROMIGAS;EQTY
PFCORFICOL;20380,0;1,90;253960260;12422;380,00;20500,0;20500,0;20380,0;20444,39;CORFICOLOMBIANA;EQTY
PFGRUPOARG;7050,0;0,57;137304050;19063;40,00;7200,0;7300,0;7050,0;7202,65;GRUPO ARGOS;EQTY
BVC;8800,0;2,80;119217080;13736;240,00;8560,0;9100,0;8560,0;8679,17;BOLSA DE VALORES DE COLOMBIA;EQTY
MINEROS;3190,0;0,00;118590730;37200;0,00;3180,0;3190,0;3180,0;3187,92;MINEROS;EQTY
EXITO;11300,0;-1,74;117153900;10398;-200,00;11240,0;11400,0;11220,0;11266,96;EXITO;EQTY
TERPEL;7300,0;0,00;43433900;5990;0,00;7100,0;7300,0;7100,0;7251,07;ORGANIZACION TERPEL;EQTY
CONCONCRET;365,0;0,83;39718089;108882;3,00;365,0;365,0;365,0;364,78;CONCONCRETO S.A;EQTY
GRUPOAVAL;0,0;0,00;1810188;1812;0,00;0,0;0,0;0,0;999,0;GRUPO AVAL ACCIONES Y VALORES;EQTY
