Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;26600,0;3,10;21362470500;803506;800,00;26500,0;27160,0;26120,0;26586,57;BANCO BANCOLOMBIA;EQTY
PFAVAL;875,0;1,74;15638118572;17802681;15,00;881,0;888,0;870,0;878,41;GRUPO AVAL ACCIONES Y VALORES;EQTY
ECOPETROL;2125,0;3,16;15303629880;7234884;65,00;2145,0;2145,0;2080,0;2115,26;ECOPETROL;EQTY
ISA;18820,0;-0,95;7887168020;417602;-180,00;18620,0;19180,0;18620,0;18886,81;ISA INTERCONEXION ELECTRICA;EQTY
GRUPOARGOS;9540,0;3,70;5627173540;593312;340,00;9340,0;9640,0;9300,0;9484,34;GRUPO ARGOS;EQTY
GRUPOSURA;19600,0;0,00;4604160200;231899;0,00;19960,0;20500,0;19600,0;19854,16;GRUPO SURA;EQTY
GEB;2325,0;3,33;3936904875;1672396;75,00;2310,0;2390,0;2310,0;2354,05;GRUPO ENERGIA BOGOTA;EQTY
BCOLOMBIA;25700,0;1,90;3212906000;124045;480,00;25260,0;26600,0;25220,0;25901,13;BANCO BANCOLOMBIA;EQTY
NUTRESA;21300,0;0,00;2672695780;125113;0,00;21900,0;21960,0;21200,0;21362,25;GRUPO NUTRESA;EQTY
PFCORFICOL;21200,0;2,02;1870352420;88342;420,00;21100,0;21300,0;21020,0;21171,72;CORFICOLOMBIANA;EQTY
BOGOTA;64960,0;4,27;1566835420;24421;2660,00;63500,0;65500,0;63500,0;64159,35;BANCO DE BOGOTA;EQTY
PFDAVVNDA;29700,0;4,21;1479988320;50421;1200,00;28400,0;29700,0;28400,0;29352,62;BANCO DAVIVIENDA;EQTY
CEMARGOS;3525,0;4,14;1263807270;356427;140,00;3500,0;3620,0;3500,0;3545,77;CEMENTOS ARGOS;EQTY
CLH;1505,0;-0,33;995180145;645364;-5,00;1510,0;1595,0;1505,0;1542,04;CEMEX LATAM HOLDINGS;EQTY
PFGRUPSURA;16500,0;0,49;699807300;41726;80,00;17200,0;17200,0;16500,0;16771,49;GRUPO SURA;EQTY
PFAVH;207,0;3,50;687567266;3262049;7,00;215,0;219,0;207,0;210,78;AVIANCA HOLDINGS S.A.;EQTY
GRUBOLIVAR;72140,0;18,26;676932800;9850;11140,00;67100,0;72140,0;67100,0;68724,14;GRUPO BOLIVAR;EQTY
CELSIA;4195,0;0,24;675037470;159947;10,00;4230,0;4245,0;4195,0;4220,38;CELSIA;EQTY
TERPEL;6500,0;-0,91;593740880;92534;-60,00;6610,0;6770,0;6350,0;6416,46;ORGANIZACION TERPEL;EQTY
CORFICOLCF;26700,0;1,91;496596600;18562;500,00;26900,0;27020,0;26700,0;26753,4;CORFICOLOMBIANA;EQTY
CNEC;10300,0;0,78;494630280;48178;80,00;10140,0;10420,0;10140,0;10266,73;CANACOL ENERGY LTD;EQTY
EXITO;10200,0;0,00;291620660;28061;0,00;10780,0;10780,0;10200,0;10392,38;EXITO;EQTY
BVC;10500,0;0,00;169085640;15937;0,00;10580,0;10700,0;10500,0;10609,63;BOLSA DE VALORES DE COLOMBIA;EQTY
PFCEMARGOS;3100,0;3,33;160662250;51804;100,00;3100,0;3100,0;3095,0;3101,35;CEMENTOS ARGOS;EQTY
ETB;200,0;2,56;157618648;787284;5,00;200,0;203,0;200,0;200,21;ETB;EQTY
ICOLCAP;11600,0;0,39;68174790;5860;45,00;11640,0;11641,5;11600,0;11633,92;FONDO BURSATIL ISHARES COLCAP;EQTY
PFGRUPOARG;8000,0;3,90;61299260;7680;300,00;8100,0;8100,0;8000,0;7981,67;GRUPO ARGOS;EQTY
MINEROS;3200,0;4,23;51791560;16134;130,00;3220,0;3220,0;3200,0;3210,09;MINEROS;EQTY
CONCONCRET;336,0;-1,18;41385393;122607;-4,00;336,0;336,0;335,0;337,55;CONCONCRETO S.A;EQTY
GRUPOAVAL;990,0;7,03;11997428;12264;65,00;990,0;990,0;990,0;978,26;GRUPO AVAL ACCIONES Y VALORES;EQTY
PROMIGAS;0,0;0,00;10200000;1500;0,00;0,0;0,0;0,0;6800,0;PROMIGAS;EQTY
