Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;25900,0;-4,57;45391277480;1763178;-1240,00;25540,0;26260,0;25000,0;25744,01;BANCO BANCOLOMBIA;EQTY
ECOPETROL;1830,0;-1,61;18712369790;10355161;-30,00;1800,0;1850,0;1700,0;1807,06;ECOPETROL;EQTY
BCOLOMBIA;25040,0;-2,57;6084848340;241927;-660,00;25020,0;26720,0;24700,0;25151,59;BANCO BANCOLOMBIA;EQTY
ISA;16540,0;-0,36;5769798740;350369;-60,00;16500,0;16600,0;16100,0;16467,78;ISA INTERCONEXION ELECTRICA;EQTY
GEB;2190,0;0,00;4604730450;2103759;0,00;2165,0;2200,0;2165,0;2188,81;GRUPO ENERGIA BOGOTA;EQTY
CEMARGOS;3900,0;-2,50;4147926060;1053390;-100,00;3700,0;4120,0;3700,0;3937,69;CEMENTOS ARGOS;EQTY
GRUPOARGOS;13680,0;0,29;3548078760;260076;40,00;13100,0;13900,0;12980,0;13642,47;GRUPO ARGOS;EQTY
PFDAVVNDA;30520,0;0,07;3312175100;108641;20,00;30500,0;31400,0;29760,0;30487,34;BANCO DAVIVIENDA;EQTY
NUTRESA;19100,0;-2,15;2651906400;134766;-420,00;19500,0;20500,0;19100,0;19677,86;GRUPO NUTRESA;EQTY
PFAVAL;959,0;4,24;2239434228;2371971;39,00;910,0;959,0;908,0;944,12;GRUPO AVAL ACCIONES Y VALORES;EQTY
GRUPOSURA;21400,0;-2,73;1930294860;89652;-600,00;21000,0;22000,0;21000,0;21530,97;GRUPO SURA;EQTY
CLH;1500,0;0,67;1430361290;943367;10,00;1500,0;1600,0;1495,0;1516,23;CEMEX LATAM HOLDINGS;EQTY
PFGRUPSURA;16280,0;-4,24;1041702580;63310;-720,00;16000,0;16740,0;16000,0;16454,0;GRUPO SURA;EQTY
CNEC;10180,0;-6,09;887306240;84904;-660,00;10060,0;10800,0;10060,0;10450,7;CANACOL ENERGY LTD;EQTY
EXITO;12000,0;-1,96;805076880;66673;-240,00;12220,0;12840,0;11840,0;12075,01;EXITO;EQTY
BOGOTA;74000,0;-0,22;578858720;7819;-160,00;74160,0;74160,0;72880,0;74032,32;BANCO DE BOGOTA;EQTY
CELSIA;4000,0;-4,76;505509000;121350;-200,00;4250,0;4250,0;4000,0;4165,71;CELSIA;EQTY
ICOLCAP;11600,0;1,05;470305772;40572;120,00;11260,0;11610,0;11260,0;11591,88;FONDO BURSATIL ISHARES COLCAP;EQTY
PFAVH;532,0;-3,27;278021531;533968;-18,00;512,0;532,0;500,0;520,67;AVIANCA HOLDINGS S.A.;EQTY
MINEROS;2780,0;2,96;211351200;78660;80,00;2675,0;2790,0;2675,0;2686,9;MINEROS;EQTY
PFGRUPOARG;9500,0;-5,00;206621840;21218;-500,00;9800,0;9860,0;9500,0;9738,05;GRUPO ARGOS;EQTY
CORFICOLCF;25480,0;1,92;199975920;7979;480,00;25000,0;25480,0;24500,0;25062,78;CORFICOLOMBIANA;EQTY
PROMIGAS;6600,0;-5,71;144636830;21889;-400,00;6750,0;6750,0;6600,0;6607,74;PROMIGAS;EQTY
PFCEMARGOS;3335,0;-1,91;135625000;41250;-65,00;3130,0;3335,0;3130,0;3287,88;CEMENTOS ARGOS;EQTY
ETB;170,0;-9,09;131285034;760810;-17,00;199,0;199,0;170,0;172,56;ETB;EQTY
GRUBOLIVAR;59400,0;-0,17;129360900;2176;-100,00;59520,0;59520,0;59300,0;59448,94;GRUPO BOLIVAR;EQTY
BVC;8500,0;2,41;78081450;9343;200,00;8300,0;8500,0;8300,0;8357,21;BOLSA DE VALORES DE COLOMBIA;EQTY
VALSIMESA;4960,0;-6,77;34537240;7000;-360,00;4960,0;4960,0;4960,0;4933,89;VALORES SIMESA;EQTY
CONCONCRET;318,0;-6,47;19713098;61478;-22,00;318,0;318,0;318,0;320,65;CONCONCRETO S.A;EQTY
ELCONDOR;0,0;0,00;11762000;10720;0,00;0,0;0,0;0,0;1097,2;EL CONDOR;EQTY
GRUPOAVAL;0,0;0,00;4585900;4169;0,00;0,0;0,0;0,0;1100,0;GRUPO AVAL ACCIONES Y VALORES;EQTY
