Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;25120,0;0,24;21981525720;876010;60,00;25360,0;25580,0;24940,0;25092,78;BANCO BANCOLOMBIA;EQTY
ECOPETROL;2200,0;0,23;21827078680;9774071;5,00;2210,0;2260,0;2180,0;2233,16;ECOPETROL;EQTY
ICOLCAP;11547,0;0,68;16053208613,5;1390929;78,00;11632,0;11632,0;11489,0;11541,36;FONDO BURSATIL ISHARES COLCAP;EQTY
GRUPOSURA;19420,0;3,30;3840968040;198337;620,00;19000,0;19700,0;19000,0;19365,87;GRUPO SURA;EQTY
NUTRESA;20280,0;0,40;3708180040;182094;80,00;20300,0;20700,0;20120,0;20364,1;GRUPO NUTRESA;EQTY
BCOLOMBIA;25340,0;1,36;3393850760;134831;340,00;25480,0;25480,0;25000,0;25171,15;BANCO BANCOLOMBIA;EQTY
PFAVAL;861,0;-0,12;2935701254;3396325;-1,00;866,0;869,0;860,0;864,38;GRUPO AVAL ACCIONES Y VALORES;EQTY
CORFICOLCF;25900,0;0,39;2746157740;106050;100,00;25780,0;25920,0;25780,0;25894,93;CORFICOLOMBIANA;EQTY
GRUPOARGOS;10360,0;1,57;2014780060;195888;160,00;10260,0;10360,0;10200,0;10285,37;GRUPO ARGOS;EQTY
CEMARGOS;3800,0;1,88;1904971310;501776;70,00;3815,0;3870,0;3735,0;3796,46;CEMENTOS ARGOS;EQTY
GEB;2340,0;0,86;1608934750;693773;20,00;2295,0;2340,0;2295,0;2319,11;GRUPO ENERGIA BOGOTA;EQTY
ISA;19200,0;0,52;1583151500;82285;100,00;19380,0;19380,0;19200,0;19239,86;ISA INTERCONEXION ELECTRICA;EQTY
MINEROS;3975,0;1,53;1576964710;395491;60,00;3950,0;4000,0;3950,0;3987,36;MINEROS;EQTY
HCOLSEL;10547,0;-0,64;1266290000;120000;-68,00;10580,0;10580,0;10546,5;10552,42;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
CNEC;10320,0;1,18;1155555620;112401;120,00;10340,0;10360,0;10200,0;10280,65;CANACOL ENERGY LTD;EQTY
PFGRUPSURA;16700,0;3,09;992497380;60614;500,00;16320,0;16700,0;16260,0;16374,06;GRUPO SURA;EQTY
PFDAVVNDA;26600,0;-0,15;988056420;36975;-40,00;27980,0;27980,0;26560,0;26722,28;BANCO DAVIVIENDA;EQTY
CELSIA;4250,0;1,07;236271290;56179;45,00;4105,0;4250,0;4105,0;4205,69;CELSIA;EQTY
CLH;1735,0;-1,14;194616740;110998;-20,00;1770,0;1770,0;1735,0;1753,34;CEMEX LATAM HOLDINGS;EQTY
PROMIGAS;6600,0;1,23;185189440;28340;80,00;6520,0;6600,0;6520,0;6534,56;PROMIGAS;EQTY
BOGOTA;63260,0;1,22;167880320;2650;760,00;63700,0;63700,0;63260,0;63351,06;BANCO DE BOGOTA;EQTY
PFCEMARGOS;3410,0;1,64;139542105;41053;55,00;3375,0;3415,0;3375,0;3399,07;CEMENTOS ARGOS;EQTY
PFCORFICOL;20960,0;0,48;125230800;5970;100,00;21000,0;21000,0;20960,0;20976,68;CORFICOLOMBIANA;EQTY
PFGRUPOARG;8120,0;1,50;115003930;14313;120,00;8010,0;8120,0;8010,0;8034,93;GRUPO ARGOS;EQTY
OCCIDENTE;34000,0;-1,45;91800000;2700;-500,00;34000,0;34000,0;34000,0;34000,0;BANCO DE OCCIDENTE;EQTY
PFAVH;198,0;1,54;52196924;265538;3,00;195,0;198,0;195,0;196,57;AVIANCA HOLDINGS S.A.;EQTY
EXITO;10320,0;0,19;46431820;4483;20,00;10360,0;10360,0;10320,0;10357,31;EXITO;EQTY
ETB;210,0;0,48;32441260;155951;1,00;205,0;210,0;205,0;208,02;ETB;EQTY
ELCONDOR;992,0;-1,29;29760000;30000;-13,00;992,0;992,0;992,0;992,0;EL CONDOR;EQTY
GRUBOLIVAR;64480,0;1,51;13218400;205;960,00;64480,0;64480,0;64480,0;64480,0;GRUPO BOLIVAR;EQTY
TERPEL;6960,0;-0,57;7168800;1030;-40,00;6960,0;6960,0;6960,0;6960,0;ORGANIZACION TERPEL;EQTY
CONCONCRET;0,0;0,00;5936006;15706;0,00;0,0;0,0;0,0;377,95;CONCONCRETO S.A;EQTY
GRUPOAVAL;0,0;0,00;4545000;5050;0,00;0,0;0,0;0,0;900,0;GRUPO AVAL ACCIONES Y VALORES;EQTY
BBVACOL;0,0;0,00;3080000;10000;0,00;0,0;0,0;0,0;308,0;BBVA COLOMBIA;EQTY
POPULAR;0,0;0,00;2312460;7974;0,00;0,0;0,0;0,0;290,0;BANCO POPULAR;EQTY
