Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;29700,0;-8,05;33152440200;1141338;-2600,00;31500,0;32100,0;27800,0;29047,0;BANCO BANCOLOMBIA;EQTY
ICOLCAP;12018,0;-9,16;22188178218;1833387;-1212,00;12178,0;12187,0;11910,0;12102,29;FONDO BURSATIL ISHARES COLCAP;EQTY
ECOPETROL;1940,0;-13,00;20501910605;10344282;-290,00;2100,0;2100,0;1905,0;1981,96;ECOPETROL;EQTY
GEB;2030,0;-8,14;9314093755;4617424;-180,00;2110,0;2110,0;1985,0;2017,16;GRUPO ENERGIA BOGOTA;EQTY
GRUPOSURA;21000,0;-13,29;5608534040;258635;-3220,00;22380,0;23100,0;20000,0;21685,13;GRUPO SURA;EQTY
PFDAVVNDA;30980,0;-8,07;4777430660;158632;-2720,00;31600,0;31600,0;29620,0;30116,44;BANCO DAVIVIENDA;EQTY
PFAVAL;1055,0;-12,81;3790077990;3521629;-155,00;1165,0;1165,0;1045,0;1076,23;GRUPO AVAL ACCIONES Y VALORES;EQTY
CEMARGOS;4000,0;-9,71;3727707750;918631;-430,00;4380,0;4380,0;3800,0;4057,89;CEMENTOS ARGOS;EQTY
BCOLOMBIA;28600,0;-4,35;3606452780;129142;-1300,00;28300,0;28600,0;27000,0;27926,26;BANCO BANCOLOMBIA;EQTY
ISA;15940,0;-6,24;3344655040;210020;-1060,00;16960,0;16960,0;15100,0;15925,41;ISA INTERCONEXION ELECTRICA;EQTY
CORFICOLCF;27500,0;-6,53;3282034500;117566;-1920,00;29400,0;29400,0;27100,0;27916,53;CORFICOLOMBIANA;EQTY
PFAVH;950,0;-21,81;3130190290;3095068;-265,00;1150,0;1150,0;950,0;1011,35;AVIANCA HOLDINGS S.A.;EQTY
CNEC;9420,0;-12,78;2245741330;225600;-1380,00;9990,0;10200,0;9420,0;9954,53;CANACOL ENERGY LTD;EQTY
CELSIA;4100,0;-6,29;2143958835;512331;-275,00;4250,0;4280,0;4100,0;4184,71;CELSIA;EQTY
BOGOTA;81000,0;-1,22;1879555800;24631;-1000,00;80000,0;81000,0;76020,0;76308,55;BANCO DE BOGOTA;EQTY
GRUPOARGOS;10900,0;-18,05;1865348740;157863;-2400,00;13100,0;13100,0;10500,0;11816,25;GRUPO ARGOS;EQTY
PFGRUPSURA;19600,0;-9,59;1401830880;72503;-2080,00;21000,0;21400,0;18380,0;19334,8;GRUPO SURA;EQTY
NUTRESA;20500,0;-6,82;896756040;44353;-1500,00;21000,0;21000,0;19980,0;20218,61;GRUPO NUTRESA;EQTY
HCOLSEL;10840,0;-9,27;681541600;61620;-1107,50;11143,0;11143,0;10780,0;11060,4;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
TERPEL;9000,0;-9,55;435560980;48282;-950,00;9160,0;9160,0;9000,0;9021,19;ORGANIZACION TERPEL;EQTY
CLH;2695,0;-17,96;423096350;147779;-590,00;3200,0;3200,0;2695,0;2863,03;CEMEX LATAM HOLDINGS;EQTY
PFCEMARGOS;3500,0;-16,47;374741840;101232;-690,00;3775,0;3840,0;3500,0;3701,81;CEMENTOS ARGOS;EQTY
MINEROS;2950,0;-6,20;299706510;100958;-195,00;3060,0;3060,0;2900,0;2968,63;MINEROS;EQTY
PFCORFICOL;23800,0;-2,86;201947500;8421;-700,00;24000,0;24000,0;23800,0;23981,42;CORFICOLOMBIANA;EQTY
PFGRUPOARG;10300,0;-7,37;183729100;17045;-820,00;11000,0;11000,0;10300,0;10779,06;GRUPO ARGOS;EQTY
BBVACOL;390,0;0,00;81160750;208625;0,00;390,0;390,0;390,0;389,03;BBVA COLOMBIA;EQTY
GRUBOLIVAR;68000,0;-8,11;78377840;1109;-6000,00;72500,0;72500,0;68000,0;70674,34;GRUPO BOLIVAR;EQTY
BVC;9600,0;-3,90;66735400;6899;-390,00;9800,0;9800,0;9600,0;9673,2;BOLSA DE VALORES DE COLOMBIA;EQTY
OCCIDENTE;38000,0;-5,00;60800000;1600;-2000,00;38000,0;38000,0;38000,0;38000,0;BANCO DE OCCIDENTE;EQTY
PROMIGAS;7070,0;-9,94;50877000;6660;-780,00;7850,0;7850,0;7070,0;7639,19;PROMIGAS;EQTY
EXITO;15480,0;1,31;47487080;2981;200,00;16700,0;16700,0;15480,0;15929,92;EXITO;EQTY
POPULAR;280,0;-3,11;28000000;100000;-9,00;280,0;280,0;280,0;280,0;BANCO POPULAR;EQTY
ETB;209,0;-5,00;17355614;82026;-11,00;209,0;209,0;209,0;211,59;ETB;EQTY
GRUPOAVAL;1180,0;-1,67;10291960;8722;-20,00;1180,0;1180,0;1180,0;1180,0;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFVILLAS;5750,0;-11,54;9775000;1700;-750,00;5750,0;5750,0;5750,0;5750,0;BANCO AV VILLAS;EQTY
CONCONCRET;0,0;0,00;9181500;24484;0,00;0,0;0,0;0,0;375,0;CONCONCRETO S.A;EQTY
