Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2225,0;2,77;12496291080;5649771;60,00;2200,0;2225,0;2185,0;2211,82;ECOPETROL;EQTY
PFBCOLOM;24800,0;-0,16;11520275780;465646;-40,00;25160,0;25220,0;24580,0;24740,42;BANCO BANCOLOMBIA;EQTY
ISA;19500,0;0,10;5500861460;282886;20,00;19360,0;19540,0;19360,0;19445,51;ISA INTERCONEXION ELECTRICA;EQTY
ICOLCAP;11540,5;-0,75;4524678996;391959;-87,50;11520,0;11597,0;11503,5;11543,76;FONDO BURSATIL ISHARES COLCAP;EQTY
GEB;2355,0;0,64;4205443740;1798260;15,00;2325,0;2355,0;2320,0;2338,62;GRUPO ENERGIA BOGOTA;EQTY
PFDAVVNDA;26260,0;-0,30;1456459380;55178;-80,00;26580,0;26620,0;26260,0;26395,65;BANCO DAVIVIENDA;EQTY
PFAVAL;862,0;0,23;1166921117;1353643;2,00;867,0;868,0;858,0;862,06;GRUPO AVAL ACCIONES Y VALORES;EQTY
BCOLOMBIA;24980,0;0,81;1075477760;43262;200,00;24800,0;25000,0;24600,0;24859,64;BANCO BANCOLOMBIA;EQTY
GRUPOSURA;19500,0;0,93;1022700320;52785;180,00;19300,0;19600,0;19240,0;19374,83;GRUPO SURA;EQTY
CEMARGOS;4005,0;0,13;958987110;239323;5,00;4000,0;4035,0;3990,0;4007,08;CEMENTOS ARGOS;EQTY
CORFICOLCF;25100,0;-0,32;805761580;32066;-80,00;25120,0;25440,0;24900,0;25128,22;CORFICOLOMBIANA;EQTY
CELSIA;4315,0;0,94;737418470;172762;40,00;4235,0;4315,0;4235,0;4268,41;CELSIA;EQTY
BOGOTA;64360,0;-0,16;665956360;10401;-100,00;63980,0;64380,0;63200,0;64028,11;BANCO DE BOGOTA;EQTY
CNEC;10160,0;0,99;659063540;65160;100,00;10040,0;10160,0;10040,0;10114,54;CANACOL ENERGY LTD;EQTY
PFGRUPOARG;7900,0;-1,50;517388920;65287;-120,00;7980,0;7990,0;7900,0;7924,84;GRUPO ARGOS;EQTY
CONCONCRET;338,0;-3,43;485693777;1420232;-12,00;351,0;355,0;336,0;341,98;CONCONCRETO S.A;EQTY
GRUPOARGOS;10320,0;0,39;444603460;43192;40,00;10260,0;10320,0;10260,0;10293,65;GRUPO ARGOS;EQTY
NUTRESA;20680,0;0,10;443577800;21534;20,00;20520,0;20680,0;20400,0;20598,95;GRUPO NUTRESA;EQTY
MINEROS;3900,0;0,52;268213920;68903;20,00;3880,0;3905,0;3880,0;3892,63;MINEROS;EQTY
PFGRUPSURA;16880,0;1,93;175538080;10515;320,00;16800,0;16880,0;16540,0;16694,06;GRUPO SURA;EQTY
PFCORFICOL;20300,0;-2,12;130572520;6401;-440,00;20500,0;20500,0;20300,0;20398,77;CORFICOLOMBIANA;EQTY
ETB;203,0;-0,98;119614015;585977;-2,00;205,0;205,0;203,0;204,13;ETB;EQTY
CLH;1775,0;0,85;119069625;67326;15,00;1780,0;1780,0;1770,0;1768,55;CEMEX LATAM HOLDINGS;EQTY
PFAVH;201,0;-0,99;81488500;404500;-2,00;204,0;204,0;200,0;201,45;AVIANCA HOLDINGS S.A.;EQTY
PROMIGAS;6680,0;2,61;52639100;7946;170,00;6550,0;6680,0;6550,0;6624,6;PROMIGAS;EQTY
PFCEMARGOS;3410,0;1,79;49435100;14516;60,00;3405,0;3410,0;3400,0;3405,56;CEMENTOS ARGOS;EQTY
POPULAR;280,0;-3,45;34580000;123500;-10,00;280,0;280,0;280,0;280,0;BANCO POPULAR;EQTY
BVC;0,0;0,00;15326320;1368;0,00;0,0;0,0;0,0;11203,45;BOLSA DE VALORES DE COLOMBIA;EQTY
GRUPOAVAL;0,0;0,00;5535000;6150;0,00;0,0;0,0;0,0;900,0;GRUPO AVAL ACCIONES Y VALORES;EQTY
EXITO;0,0;0,00;5210000;500;0,00;0,0;0,0;0,0;10420,0;EXITO;EQTY
