Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2045,0;1,74;25272171175;12386675;35,00;2030,0;2050,0;2015,0;2040,27;ECOPETROL;EQTY
PFBCOLOM;25600,0;0,00;22636897460;884969;0,00;25740,0;25920,0;25300,0;25579,31;BANCO BANCOLOMBIA;EQTY
ISA;20160,0;0,30;12250928060;607372;60,00;20280,0;20300,0;20060,0;20170,39;ISA INTERCONEXION ELECTRICA;EQTY
ICOLCAP;12170,0;-0,26;5896256352;484147;-32,00;12185,0;12208,0;12100,0;12178,65;FONDO BURSATIL ISHARES COLCAP;EQTY
BCOLOMBIA;25340,0;-1,02;5237974300;205317;-260,00;25620,0;25700,0;25340,0;25511,64;BANCO BANCOLOMBIA;EQTY
GRUPOARGOS;11660,0;-1,69;5198636920;442924;-200,00;11900,0;11900,0;11660,0;11737,09;GRUPO ARGOS;EQTY
PROMIGAS;7300,0;-0,27;5137864100;703817;-20,00;7300,0;7300,0;7300,0;7300,0;PROMIGAS;EQTY
GRUPOSURA;22340,0;-1,85;3643473880;162476;-420,00;22760,0;22760,0;22340,0;22424,69;GRUPO SURA;EQTY
CNEC;10100,0;1,00;2869146710;289152;100,00;9900,0;10180,0;9820,0;9922,62;CANACOL ENERGY LTD;EQTY
PFDAVVNDA;28560,0;0,21;2313626900;80935;60,00;28340,0;29080,0;28120,0;28586,23;BANCO DAVIVIENDA;EQTY
PFAVAL;901,0;-0,66;2293675375;2532273;-6,00;905,0;916,0;901,0;905,78;GRUPO AVAL ACCIONES Y VALORES;EQTY
NUTRESA;22400,0;-1,58;2105881100;93643;-360,00;22540,0;22780,0;22400,0;22488,4;GRUPO NUTRESA;EQTY
CEMARGOS;4670,0;-3,91;1843198980;386938;-190,00;4860,0;4860,0;4670,0;4763,55;CEMENTOS ARGOS;EQTY
TERPEL;8290,0;-2,47;837170620;101260;-210,00;8350,0;8350,0;8200,0;8267,54;ORGANIZACION TERPEL;EQTY
GEB;2450,0;-0,20;809430625;329378;-5,00;2455,0;2460,0;2450,0;2457,45;GRUPO ENERGIA BOGOTA;EQTY
BOGOTA;67020,0;-1,93;518724940;7668;-1320,00;68340,0;68800,0;66560,0;67648,01;BANCO DE BOGOTA;EQTY
GRUBOLIVAR;64000,0;0,00;347045800;5475;0,00;64000,0;64000,0;63000,0;63387,36;GRUPO BOLIVAR;EQTY
CELSIA;4480,0;-0,67;327981940;72761;-30,00;4530,0;4530,0;4480,0;4507,66;CELSIA;EQTY
PFGRUPSURA;19000,0;-2,06;288416900;15056;-400,00;19400,0;19400,0;19000,0;19156,28;GRUPO SURA;EQTY
CORFICOLCF;26720,0;-0,67;258774980;9647;-180,00;26900,0;27000,0;26720,0;26824,4;CORFICOLOMBIANA;EQTY
PFGRUPOARG;9100,0;-1,09;166788040;18487;-100,00;9040,0;9100,0;9000,0;9021,91;GRUPO ARGOS;EQTY
PFCEMARGOS;3895,0;-2,63;88039860;22504;-105,00;3900,0;3950,0;3895,0;3912,19;CEMENTOS ARGOS;EQTY
CONCONCRET;341,0;-1,16;72520779;211517;-4,00;345,0;346,0;341,0;342,86;CONCONCRETO S.A;EQTY
ETB;210,0;-0,47;62959490;300891;-1,00;210,0;210,0;210,0;209,24;ETB;EQTY
MINEROS;3830,0;0,26;60533150;15805;10,00;3830,0;3830,0;3830,0;3830,0;MINEROS;EQTY
EXITO;11420,0;0,35;56897840;5079;40,00;11140,0;11420,0;11120,0;11202,57;EXITO;EQTY
PFAVH;202,0;3,06;48619700;240850;6,00;202,0;202,0;202,0;201,87;AVIANCA HOLDINGS S.A.;EQTY
ELCONDOR;1075,0;0,47;42692600;39810;5,00;1070,0;1075,0;1070,0;1072,41;EL CONDOR;EQTY
BVC;11500,0;-1,03;34207100;2969;-120,00;11580,0;11580,0;11500,0;11521,42;BOLSA DE VALORES DE COLOMBIA;EQTY
PFCORFICOL;0,0;0,00;3046000;140;0,00;0,0;0,0;0,0;21757,14;CORFICOLOMBIANA;EQTY
