Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;25060,0;-2,19;24852217500;984923;-560,00;25540,0;25620,0;25060,0;25232,65;BANCO BANCOLOMBIA;EQTY
ECOPETROL;2195,0;2,57;24287682250;11020072;55,00;2100,0;2225,0;2100,0;2203,95;ECOPETROL;EQTY
PFDAVVNDA;26640,0;-2,99;16462421600;604031;-820,00;27460,0;27460,0;26580,0;27254,27;BANCO DAVIVIENDA;EQTY
NUTRESA;20200,0;-0,79;9766580020;478701;-160,00;20400,0;20560,0;20120,0;20402,26;GRUPO NUTRESA;EQTY
ICOLCAP;11469,0;-0,84;9079582540;785700;-97,50;11567,0;11595,0;11469,0;11556,04;FONDO BURSATIL ISHARES COLCAP;EQTY
BCOLOMBIA;25000,0;-2,42;7633410840;303038;-620,00;25500,0;25600,0;25000,0;25189,62;BANCO BANCOLOMBIA;EQTY
PFAVAL;862,0;0,00;6954274024;8034553;0,00;865,0;870,0;861,0;865,55;GRUPO AVAL ACCIONES Y VALORES;EQTY
ISA;19100,0;0,63;5067841500;264838;120,00;18900,0;19360,0;18900,0;19135,63;ISA INTERCONEXION ELECTRICA;EQTY
GRUPOSURA;18800,0;-2,08;4552959300;238463;-400,00;19360,0;19500,0;18780,0;19092,94;GRUPO SURA;EQTY
GEB;2320,0;0,65;3931826000;1715874;15,00;2290,0;2330,0;2280,0;2291,44;GRUPO ENERGIA BOGOTA;EQTY
CORFICOLCF;25800,0;0,94;3003113580;117109;240,00;25680,0;25800,0;25500,0;25643,75;CORFICOLOMBIANA;EQTY
CNEC;10200,0;0,20;2371997940;232303;20,00;10140,0;10280,0;10100,0;10210,79;CANACOL ENERGY LTD;EQTY
CELSIA;4205,0;1,57;1370317680;327067;65,00;4200,0;4205,0;4145,0;4189,72;CELSIA;EQTY
EXITO;10300,0;0,00;1217711280;118224;0,00;10300,0;10300,0;10300,0;10300,03;EXITO;EQTY
CEMARGOS;3730,0;-2,86;1097376210;290451;-110,00;3850,0;3875,0;3730,0;3778,18;CEMENTOS ARGOS;EQTY
BOGOTA;62500,0;-1,11;997056760;15920;-700,00;64100,0;64100,0;62500,0;62629,19;BANCO DE BOGOTA;EQTY
GRUPOARGOS;10200,0;-1,54;819850400;80065;-160,00;10400,0;10400,0;10200,0;10239,81;GRUPO ARGOS;EQTY
PROMIGAS;6520,0;0,00;638435630;97947;0,00;6520,0;6520,0;6510,0;6518,17;PROMIGAS;EQTY
PFCORFICOL;20860,0;-2,07;412652820;19622;-440,00;21300,0;21320,0;20800,0;21030,11;CORFICOLOMBIANA;EQTY
PFGRUPSURA;16200,0;-1,22;375889940;23046;-200,00;16600,0;16600,0;16200,0;16310,42;GRUPO SURA;EQTY
MINEROS;3915,0;1,56;324797745;83332;60,00;3875,0;3915,0;3875,0;3897,64;MINEROS;EQTY
PFGRUPOARG;8000,0;-0,99;255932160;31856;-80,00;8080,0;8080,0;8000,0;8034,03;GRUPO ARGOS;EQTY
CLH;1755,0;-2,50;162097785;91871;-45,00;1790,0;1790,0;1725,0;1764,41;CEMEX LATAM HOLDINGS;EQTY
PFAVH;195,0;-1,52;131926181;657595;-3,00;209,0;209,0;195,0;200,62;AVIANCA HOLDINGS S.A.;EQTY
ELCONDOR;1005,0;-0,99;88701356;88458;-10,00;1010,0;1010,0;970,0;1002,75;EL CONDOR;EQTY
PFCEMARGOS;3355,0;0,15;72476635;21579;5,00;3375,0;3375,0;3355,0;3358,67;CEMENTOS ARGOS;EQTY
BVC;10940,0;0,00;41589140;3801;0,00;10940,0;10940,0;10940,0;10941,63;BOLSA DE VALORES DE COLOMBIA;EQTY
ETB;209,0;0,00;36079984;173772;0,00;206,0;209,0;206,0;207,63;ETB;EQTY
GRUBOLIVAR;63520,0;-0,03;16769280;264;-20,00;63520,0;63520,0;63520,0;63520,0;GRUPO BOLIVAR;EQTY
TERPEL;0,0;0,00;7932790;1128;0,00;0,0;0,0;0,0;7032,62;ORGANIZACION TERPEL;EQTY
FABRICATO;0,0;0,00;1170000;260000;0,00;0,0;0,0;0,0;4,5;FABRICATO;EQTY
