Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;3290,0;2,33;21609890160;6594906;75,00;3220,0;3295,0;3220,0;3276,75;ECOPETROL;EQTY
ISA;18600,0;-0,75;19764366280;1061906;-140,00;18620,0;18800,0;18500,0;18612,16;ISA INTERCONEXION ELECTRICA;EQTY
PFBCOLOM;46500,0;-1,52;15679961700;335291;-720,00;47040,0;47400,0;46500,0;46765,23;BANCO BANCOLOMBIA;EQTY
HCOLSEL;15282,0;-0,10;13152880000;860000;-15,00;15316,0;15316,0;15282,0;15294,05;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
PFDAVVNDA;46340,0;-0,56;8479814980;181589;-260,00;46120,0;47440,0;46060,0;46697,85;BANCO DAVIVIENDA;EQTY
GRUPOSURA;33280,0;0,67;7362063820;221492;220,00;33100,0;33380,0;33080,0;33238,51;GRUPO SURA;EQTY
CEMARGOS;6140,0;-1,29;5798416820;948863;-80,00;6160,0;6160,0;6060,0;6110,91;CEMENTOS ARGOS;EQTY
ICOLCAP;16612,0;-0,14;5664309902;339994;-24,00;16664,0;16664,0;16612,0;16660,03;FONDO BURSATIL ISHARES COLCAP;EQTY
BCOLOMBIA;43960,0;-1,17;5458817940;123384;-520,00;43700,0;44840,0;43700,0;44242,51;BANCO BANCOLOMBIA;EQTY
NUTRESA;24900,0;0,32;4522099400;181942;80,00;24760,0;25080,0;24640,0;24854,62;GRUPO NUTRESA;EQTY
GEB;2380,0;0,00;4317550215;1813114;0,00;2400,0;2400,0;2355,0;2381,29;GRUPO ENERGIA BOGOTA;EQTY
PFAVAL;1480,0;1,02;4214045235;2852754;15,00;1465,0;1480,0;1465,0;1477,18;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFGRUPOARG;12700,0;0,47;2677457720;210506;60,00;12960,0;12960,0;12700,0;12719,15;GRUPO ARGOS;EQTY
GRUPOARGOS;17340,0;0,81;2517070380;145910;140,00;17200,0;17440,0;17100,0;17250,84;GRUPO ARGOS;EQTY
PFGRUPSURA;28260,0;0,57;2324377340;82417;160,00;28220,0;28300,0;28080,0;28202,64;GRUPO SURA;EQTY
PROMIGAS;7800,0;0,26;2118456600;274814;20,00;7790,0;7800,0;7700,0;7708,69;PROMIGAS;EQTY
CORFICOLCF;32900,0;0,55;881465940;26834;180,00;32720,0;32920,0;32720,0;32848,85;CORFICOLOMBIANA;EQTY
CNEC;11040,0;-1,43;678401960;61384;-160,00;11140,0;11180,0;10960,0;11051,77;CANACOL ENERGY LTD;EQTY
CELSIA;4415,0;-0,23;676253575;152463;-10,00;4475,0;4475,0;4415,0;4435,53;CELSIA;EQTY
BOGOTA;87460,0;0,30;608439400;6935;260,00;87120,0;89360,0;87120,0;87734,59;BANCO DE BOGOTA;EQTY
PFAVH;2040,0;0,25;420436940;205889;5,00;2020,0;2060,0;2020,0;2042,06;AVIANCA HOLDINGS S.A.;EQTY
PFCEMARGOS;4730,0;-1,46;267978650;56291;-70,00;4780,0;4800,0;4730,0;4760,59;CEMENTOS ARGOS;EQTY
CONCONCRET;492,0;0,82;212883395;434696;4,00;489,0;493,0;483,0;489,73;CONCONCRETO S.A;EQTY
CLH;4195,0;-0,47;189244620;44910;-20,00;4215,0;4250,0;4195,0;4213,86;CEMEX LATAM HOLDINGS;EQTY
EXITO;14480,0;1,97;119469000;8250;280,00;14500,0;14500,0;14480,0;14481,09;EXITO;EQTY
PFCORFICOL;27000,0;-0,74;86132220;3189;-200,00;27020,0;27020,0;27000,0;27009,16;CORFICOLOMBIANA;EQTY
GRUPOAVAL;1470,0;1,38;71128555;48502;20,00;1460,0;1470,0;1460,0;1466,51;GRUPO AVAL ACCIONES Y VALORES;EQTY
BVC;11000,0;-2,14;70544680;6425;-240,00;11000,0;11000,0;10960,0;10979,72;BOLSA DE VALORES DE COLOMBIA;EQTY
ETB;252,0;0,00;65707537;260787;0,00;252,0;252,0;252,0;251,96;ETB;EQTY
ELCONDOR;1370,0;-0,72;49588000;36200;-10,00;1370,0;1370,0;1370,0;1369,83;EL CONDOR;EQTY
GRUBOLIVAR;82000,0;0,61;28290000;345;500,00;82000,0;82000,0;82000,0;82000,0;GRUPO BOLIVAR;EQTY
MINEROS;3185,0;0,16;27181060;8542;5,00;3185,0;3185,0;3185,0;3182,05;MINEROS;EQTY
COLTEJER;0,0;0,00;270900;258;0,00;0,0;0,0;0,0;1050,0;COLTEJER;EQTY
VILLAS;0,0;0,00;48800;8;0,00;0,0;0,0;0,0;6100,0;BANCO AV VILLAS;EQTY
