Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
HCOLSEL;15467,5;0,27;20878845000;1350000;42,00;15458,0;15467,5;15458,0;15465,81;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
ECOPETROL;3355,0;0,90;2944851815;881320;30,00;3325,0;3355,0;3320,0;3341,41;ECOPETROL;EQTY
BCOLOMBIA;44460,0;-0,54;2207257400;49523;-240,00;44540,0;44680,0;44440,0;44570,35;BANCO BANCOLOMBIA;EQTY
PFBCOLOM;46460,0;0,00;2180003900;46873;0,00;46300,0;46600,0;46300,0;46508,73;BANCO BANCOLOMBIA;EQTY
CEMARGOS;6200,0;0,00;1891836130;305672;0,00;6200,0;6250,0;6170,0;6189,11;CEMENTOS ARGOS;EQTY
NUTRESA;25200,0;-0,40;1645728220;65437;-100,00;24960,0;25300,0;24960,0;25149,81;GRUPO NUTRESA;EQTY
GRUPOSURA;33460,0;0,12;1401625320;41926;40,00;33420,0;33460,0;33420,0;33430,93;GRUPO SURA;EQTY
PFAVAL;1485,0;0,34;1344555925;905008;5,00;1480,0;1490,0;1480,0;1485,68;GRUPO AVAL ACCIONES Y VALORES;EQTY
ISA;19000,0;0,00;1088711760;57308;0,00;18920,0;19040,0;18920,0;18997,55;ISA INTERCONEXION ELECTRICA;EQTY
PFDAVVNDA;46060,0;0,09;1056767300;22935;40,00;46100,0;46140,0;46020,0;46076,62;BANCO DAVIVIENDA;EQTY
GEB;2410,0;0,42;657071900;273074;10,00;2400,0;2410,0;2400,0;2406,2;GRUPO ENERGIA BOGOTA;EQTY
CORFICOLCF;33480,0;0,24;540542220;16225;80,00;33280,0;33480,0;33280,0;33315,39;CORFICOLOMBIANA;EQTY
GRUPOARGOS;17820,0;-0,78;507372280;28283;-140,00;17720,0;18000,0;17720,0;17939,13;GRUPO ARGOS;EQTY
CELSIA;4475,0;-0,33;343066265;76499;-15,00;4470,0;4490,0;4470,0;4484,58;CELSIA;EQTY
GRUBOLIVAR;82000,0;0,61;211806000;2583;500,00;82000,0;82000,0;82000,0;82000,0;GRUPO BOLIVAR;EQTY
PFCORFICOL;27500,0;-0,36;210237500;7645;-100,00;27500,0;27500,0;27500,0;27500,0;CORFICOLOMBIANA;EQTY
PFCEMARGOS;4800,0;-0,62;198935160;41436;-30,00;4795,0;4820,0;4795,0;4801,02;CEMENTOS ARGOS;EQTY
GRUPOAVAL;1465,0;-0,68;141213720;96685;-10,00;1435,0;1465,0;1435,0;1460,55;GRUPO AVAL ACCIONES Y VALORES;EQTY
CNEC;11600,0;-0,51;131916720;11383;-60,00;11660,0;11660,0;11560,0;11588,92;CANACOL ENERGY LTD;EQTY
PFGRUPSURA;28540,0;0,00;108748600;3822;0,00;28600,0;28600,0;28300,0;28453,32;GRUPO SURA;EQTY
PFAVH;2010,0;-0,50;98395280;48960;-10,00;2010,0;2010,0;2005,0;2009,71;AVIANCA HOLDINGS S.A.;EQTY
PFGRUPOARG;13100,0;-0,91;81756200;6242;-120,00;13100,0;13100,0;13100,0;13097,76;GRUPO ARGOS;EQTY
CLH;4020,0;0,50;65755000;16254;20,00;4020,0;4020,0;4020,0;4045,47;CEMEX LATAM HOLDINGS;EQTY
MINEROS;3220,0;-0,62;34803160;10757;-20,00;3240,0;3240,0;3220,0;3235,4;MINEROS;EQTY
EXITO;14500,0;-0,14;23070140;1601;-20,00;14500,0;14500,0;14500,0;14409,83;EXITO;EQTY
VALSIMESA;5320,0;2,11;19460560;3658;110,00;5320,0;5320,0;5320,0;5320,0;VALORES SIMESA;EQTY
ESTRA;125,0;0,00;13750000;110000;0,00;125,0;125,0;125,0;125,0;INDUSTRIAS ESTRA;EQTY
TERPEL;9960,0;2,47;11133320;1117;240,00;9960,0;9960,0;9960,0;9967,16;ORGANIZACION TERPEL;EQTY
BVC;10740,0;0,00;10740000;1000;0,00;10740,0;10740,0;10740,0;10740,0;BOLSA DE VALORES DE COLOMBIA;EQTY
PFCARPAK;5300,0;0,00;10001100;1887;0,00;5300,0;5300,0;5300,0;5300,0;CARVAJAL EMPAQUES S.A.;EQTY
PROMIGAS;8000,0;0,13;8000000;1000;10,00;8000,0;8000,0;8000,0;8000,0;PROMIGAS;EQTY
BOGOTA;0,0;0,00;3587200;40;0,00;0,0;0,0;0,0;89680,0;BANCO DE BOGOTA;EQTY
ETB;0,0;0,00;63756;253;0,00;0,0;0,0;0,0;252,0;ETB;EQTY
