Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;3325,0;-1,04;52334316795;15799402;-35,00;3360,0;3360,0;3300,0;3312,42;ECOPETROL;EQTY
PFBCOLOM;45600,0;0,26;18150068440;398605;120,00;44900,0;45640,0;44880,0;45533,97;BANCO BANCOLOMBIA;EQTY
PFAVAL;1445,0;-0,34;16506855475;11462106;-5,00;1440,0;1445,0;1425,0;1440,12;GRUPO AVAL ACCIONES Y VALORES;EQTY
NUTRESA;25020,0;-0,16;9109703680;364373;-40,00;25020,0;25280,0;24980,0;25001,04;GRUPO NUTRESA;EQTY
BCOLOMBIA;43460,0;-0,78;6353468160;146911;-340,00;44480,0;44480,0;42580,0;43247,06;BANCO BANCOLOMBIA;EQTY
PFDAVVNDA;45480,0;-0,04;4451056100;98795;-20,00;45000,0;45480,0;44440,0;45053,46;BANCO DAVIVIENDA;EQTY
ISA;19600,0;-0,81;3779147440;193356;-160,00;19600,0;19600,0;19280,0;19545,02;ISA INTERCONEXION ELECTRICA;EQTY
GRUPOSURA;33400,0;-0,89;2753207220;82407;-300,00;33980,0;33980,0;33140,0;33409,87;GRUPO SURA;EQTY
PFGRUPSURA;28900,0;-0,48;2581986540;89349;-140,00;29000,0;29000,0;28800,0;28897,77;GRUPO SURA;EQTY
GEB;2260,0;0,67;1814421465;804239;15,00;2275,0;2275,0;2250,0;2256,07;GRUPO ENERGIA BOGOTA;EQTY
GRUPOARGOS;18660,0;-0,85;1779209680;95666;-160,00;18820,0;18820,0;18360,0;18598,14;GRUPO ARGOS;EQTY
CNEC;11300,0;-1,91;1687713400;148951;-220,00;11500,0;11500,0;11200,0;11330,66;CANACOL ENERGY LTD;EQTY
PFGRUPOARG;13360,0;-0,74;870557660;65405;-100,00;13400,0;13420,0;13100,0;13310,26;GRUPO ARGOS;EQTY
CONCONCRET;479,0;5,51;783884411;1665183;25,00;454,0;479,0;454,0;470,75;CONCONCRETO S.A;EQTY
CEMARGOS;6880,0;-1,01;588487740;84933;-70,00;6940,0;6950,0;6880,0;6928,85;CEMENTOS ARGOS;EQTY
CORFICOLCF;31500,0;0,64;587353480;18775;200,00;31300,0;31500,0;31000,0;31283,81;CORFICOLOMBIANA;EQTY
GRUBOLIVAR;79000,0;0,00;277496000;3499;0,00;79500,0;79500,0;79000,0;79307,23;GRUPO BOLIVAR;EQTY
CLH;4430,0;0,68;250245680;57552;30,00;4340,0;4430,0;4340,0;4348,17;CEMEX LATAM HOLDINGS;EQTY
CELSIA;4475,0;-0,11;216563715;48427;-5,00;4470,0;4480,0;4470,0;4471,96;CELSIA;EQTY
ICOLCAP;16801,0;-0,54;201618000;12000;-91,00;16802,0;16802,0;16801,0;16801,5;FONDO BURSATIL ISHARES COLCAP;EQTY
ETB;260,0;0,00;199909918;773079;0,00;256,0;260,0;255,0;258,59;ETB;EQTY
PFAVH;1760,0;0,00;98786625;56037;0,00;1760,0;1770,0;1760,0;1762,88;AVIANCA HOLDINGS S.A.;EQTY
MINEROS;3255,0;-0,76;96232135;29428;-25,00;3290,0;3290,0;3255,0;3270,09;MINEROS;EQTY
PFCEMARGOS;5500,0;-0,18;78287000;14226;-10,00;5510,0;5510,0;5500,0;5503,09;CEMENTOS ARGOS;EQTY
ELCONDOR;1305,0;0,38;75157250;57705;5,00;1290,0;1305,0;1290,0;1302,44;EL CONDOR;EQTY
GRUPOAVAL;1425,0;-2,73;65697250;45142;-40,00;1485,0;1500,0;1425,0;1455,35;GRUPO AVAL ACCIONES Y VALORES;EQTY
PFCORFICOL;25700,0;-1,76;41197100;1603;-460,00;25700,0;25700,0;25700,0;25700,0;CORFICOLOMBIANA;EQTY
BBVACOL;380,0;1,60;19968620;52549;6,00;380,0;380,0;380,0;380,0;BBVA COLOMBIA;EQTY
HCOLSEL;15400,0;-0,41;15400000;1000;-64,00;15400,0;15400,0;15400,0;15400,0;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
TERPEL;10300,0;0,00;7210000;700;0,00;10300,0;10300,0;10300,0;10300,0;ORGANIZACION TERPEL;EQTY
