Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2075,0;6,41;32463581630;16011029;125,00;2000,0;2075,0;1950,0;2027,58;ECOPETROL;EQTY
PFBCOLOM;25700,0;4,39;19928269820;785328;1080,00;25000,0;25800,0;24820,0;25375,73;BANCO BANCOLOMBIA;EQTY
BCOLOMBIA;25500,0;4,08;9870876420;395493;1000,00;24800,0;25540,0;24560,0;24958,41;BANCO BANCOLOMBIA;EQTY
BVC;9120,0;2,01;9814905550;1095321;180,00;8940,0;9120,0;8940,0;8960,76;BOLSA DE VALORES DE COLOMBIA;EQTY
NUTRESA;23100,0;-0,43;8333984940;359617;-100,00;23100,0;23580,0;23000,0;23174,61;GRUPO NUTRESA;EQTY
ICOLCAP;11717,0;-0,19;6427313510;548580;-22,50;11709,0;11720,0;11709,0;11716,27;FONDO BURSATIL ISHARES COLCAP;EQTY
ISA;18500,0;2,78;6091678060;338178;500,00;18000,0;18500,0;17800,0;18013,23;ISA INTERCONEXION ELECTRICA;EQTY
PFAVAL;850,0;3,66;5242566151;6295075;30,00;830,0;850,0;820,0;832,8;GRUPO AVAL ACCIONES Y VALORES;EQTY
GRUPOSURA;21120,0;5,07;3710199200;178131;1020,00;20720,0;21560,0;20320,0;20828,49;GRUPO SURA;EQTY
CORFICOLCF;25700,0;-1,15;2281540420;88809;-300,00;25800,0;25980,0;25200,0;25690,42;CORFICOLOMBIANA;EQTY
GRUPOARGOS;8900,0;3,49;1999190610;225841;300,00;8600,0;9100,0;8600,0;8852,2;GRUPO ARGOS;EQTY
PFDAVVNDA;28160,0;-1,61;1986845580;70322;-460,00;28800,0;29000,0;28060,0;28253,54;BANCO DAVIVIENDA;EQTY
GEB;2265,0;0,00;1709147165;754782;0,00;2280,0;2285,0;2250,0;2264,42;GRUPO ENERGIA BOGOTA;EQTY
BOGOTA;65960,0;-1,26;1205153500;18312;-840,00;65400,0;68000,0;64500,0;65812,23;BANCO DE BOGOTA;EQTY
PFGRUPSURA;18600,0;2,09;1131844940;60712;380,00;18780,0;18780,0;18200,0;18642,85;GRUPO SURA;EQTY
CEMARGOS;3860,0;4,32;939756825;246279;160,00;3700,0;3860,0;3700,0;3815,82;CEMENTOS ARGOS;EQTY
PFAVH;460,0;-7,07;671056660;1420466;-35,00;480,0;482,0;460,0;472,42;AVIANCA HOLDINGS S.A.;EQTY
CNEC;10300,0;1,98;502895630;50194;200,00;10100,0;10340,0;9880,0;10019,04;CANACOL ENERGY LTD;EQTY
PFGRUPOARG;7900,0;0,00;490280090;61400;0,00;7900,0;8500,0;7830,0;7985,02;GRUPO ARGOS;EQTY
CLH;1815,0;0,55;398188445;220423;10,00;1800,0;1820,0;1790,0;1806,47;CEMEX LATAM HOLDINGS;EQTY
CELSIA;4310,0;3,36;312739560;72733;140,00;4175,0;4345,0;4175,0;4299,83;CELSIA;EQTY
EXITO;11800,0;-1,99;181131920;15226;-240,00;11520,0;12000,0;11520,0;11896,22;EXITO;EQTY
PROMIGAS;7000,0;0,00;103920000;14850;0,00;6980,0;7000,0;6980,0;6997,98;PROMIGAS;EQTY
CONCONCRET;396,0;-1,00;93368144;248250;-4,00;378,0;396,0;370,0;376,11;CONCONCRETO S.A;EQTY
PFCEMARGOS;3330,0;0,30;88840610;26637;10,00;3345,0;3345,0;3330,0;3335,23;CEMENTOS ARGOS;EQTY
MINEROS;3045,0;-1,14;82708050;27062;-35,00;3070,0;3070,0;3045,0;3056,24;MINEROS;EQTY
TERPEL;7400,0;-2,63;78380000;10510;-200,00;7500,0;7500,0;7400,0;7457,66;ORGANIZACION TERPEL;EQTY
ETB;221,0;-2,64;77032098;347738;-6,00;220,0;221,0;220,0;221,52;ETB;EQTY
PFCORFICOL;21340,0;-0,19;26888400;1260;-40,00;21340,0;21340,0;21340,0;21340,0;CORFICOLOMBIANA;EQTY
FABRICATO;4,45;3,49;24058850;5393000;0,15;4,45;4,45;4,45;4,46;FABRICATO;EQTY
GRUBOLIVAR;58300,0;2,82;19122400;328;1600,00;58300,0;58300,0;58300,0;58300,0;GRUPO BOLIVAR;EQTY
ENKA;8,1;-6,90;16649462,3;2015983;-0,60;8,5;8,5;8,1;8,26;ENKA DE COLOMBIA;EQTY
ELCONDOR;0,0;0,00;6180000;6000;0,00;0,0;0,0;0,0;1030,0;EL CONDOR;EQTY
GRUPOAVAL;0,0;0,00;5000000;5000;0,00;0,0;0,0;0,0;1000,0;GRUPO AVAL ACCIONES Y VALORES;EQTY
VALSIMESA;0,0;0,00;1488000;300;0,00;0,0;0,0;0,0;4960,0;VALORES SIMESA;EQTY
