Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
PFBCOLOM;24200,0;-2,73;35384859080;1447463;-680,00;24960,0;24960,0;24200,0;24446,12;BANCO BANCOLOMBIA;EQTY
ECOPETROL;1910,0;-3,54;13231061680;6921465;-70,00;1985,0;1985,0;1865,0;1911,6;ECOPETROL;EQTY
ISA;18300,0;-1,72;11675499000;626588;-320,00;18600,0;18960,0;18120,0;18633,45;ISA INTERCONEXION ELECTRICA;EQTY
PFAVAL;820,0;-3,53;11529417944;14026611;-30,00;855,0;865,0;810,0;821,97;GRUPO AVAL ACCIONES Y VALORES;EQTY
GRUPOSURA;21360,0;-1,20;8047412700;373082;-260,00;21640,0;22040,0;21360,0;21570,09;GRUPO SURA;EQTY
NUTRESA;23100,0;-3,59;6545503100;280788;-860,00;23960,0;23960,0;23100,0;23311,19;GRUPO NUTRESA;EQTY
BCOLOMBIA;23040,0;-5,96;4870129680;205101;-1460,00;24500,0;24500,0;23040,0;23745,03;BANCO BANCOLOMBIA;EQTY
GRUPOARGOS;9110,0;-4,91;3059543400;326090;-470,00;9580,0;9690,0;9110,0;9382,51;GRUPO ARGOS;EQTY
CLH;1840,0;-1,34;1669330450;895775;-25,00;1880,0;1900,0;1820,0;1863,56;CEMEX LATAM HOLDINGS;EQTY
CNEC;10300,0;-2,28;1556862080;149734;-240,00;10580,0;10580,0;10240,0;10397,52;CANACOL ENERGY LTD;EQTY
CEMARGOS;3700,0;-2,63;1187121370;317974;-100,00;3850,0;3850,0;3675,0;3733,39;CEMENTOS ARGOS;EQTY
GEB;2270,0;0,00;1175778680;517417;0,00;2260,0;2290,0;2255,0;2272,4;GRUPO ENERGIA BOGOTA;EQTY
ICOLCAP;11823,5;-0,05;1106286802;93704;-6,50;11861,5;11865,0;11760,0;11806,19;FONDO BURSATIL ISHARES COLCAP;EQTY
CORFICOLCF;25800,0;-0,77;1082242320;41855;-200,00;25860,0;26000,0;25800,0;25856,94;CORFICOLOMBIANA;EQTY
CELSIA;4300,0;0,94;1046223835;247782;40,00;4260,0;4300,0;4155,0;4222,36;CELSIA;EQTY
PFDAVVNDA;29420,0;-2,32;671917120;22801;-700,00;30060,0;30060,0;29000,0;29468,76;BANCO DAVIVIENDA;EQTY
PFGRUPSURA;18980,0;-1,66;638731000;33686;-320,00;19300,0;19300,0;18600,0;18961,32;GRUPO SURA;EQTY
PFAVH;500,0;-10,55;581145661;1150791;-59,00;520,0;525,0;496,0;505,0;AVIANCA HOLDINGS S.A.;EQTY
MINEROS;3080,0;1,99;382015245;124894;60,00;3035,0;3080,0;3035,0;3058,72;MINEROS;EQTY
GRUBOLIVAR;58000,0;-1,66;362013980;6218;-980,00;58980,0;58980,0;58000,0;58220,32;GRUPO BOLIVAR;EQTY
BVC;9030,0;-3,42;275664030;30661;-320,00;9220,0;9220,0;8830,0;8990,71;BOLSA DE VALORES DE COLOMBIA;EQTY
PFCEMARGOS;3320,0;-2,35;227564175;68177;-80,00;3355,0;3365,0;3305,0;3337,84;CEMENTOS ARGOS;EQTY
PFGRUPOARG;8480,0;-4,50;205306750;24026;-400,00;8600,0;8600,0;8480,0;8545,19;GRUPO ARGOS;EQTY
TERPEL;7500,0;0,00;191213540;25534;0,00;7310,0;7500,0;7310,0;7488,59;ORGANIZACION TERPEL;EQTY
EXITO;12000,0;-0,99;158867400;13118;-120,00;12400,0;12400,0;12000,0;12110,64;EXITO;EQTY
ELCONDOR;1130,0;1,80;137112045;121460;20,00;1140,0;1140,0;1130,0;1128,87;EL CONDOR;EQTY
BOGOTA;67000,0;-4,29;52764000;780;-3000,00;69000,0;69000,0;67000,0;67646,15;BANCO DE BOGOTA;EQTY
CONCONCRET;400,0;1,78;48527358;121458;7,00;400,0;400,0;400,0;399,54;CONCONCRETO S.A;EQTY
ETB;221,0;5,24;30186511;137500;11,00;221,0;221,0;221,0;219,54;ETB;EQTY
PFCORFICOL;21200,0;-0,84;18360940;863;-180,00;21200,0;21200,0;21200,0;21275,71;CORFICOLOMBIANA;EQTY
PROMIGAS;7000,0;0,00;16100000;2300;0,00;7000,0;7000,0;7000,0;7000,0;PROMIGAS;EQTY
GASNATURAL;86000,0;-1,26;8600000;100;-1100,00;86000,0;86000,0;86000,0;86000,0;VANTI S.A. ESP;EQTY
HCOLSEL;0,0;0,00;4999540;469;0,00;0,0;0,0;0,0;10660,0;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
VALSIMESA;0,0;0,00;2500000;500;0,00;0,0;0,0;0,0;5000,0;VALORES SIMESA;EQTY
