Nemotécnico;Último precio;Variación porcentual;Volúmenes;Cantidad;Variación absoluta;Precio apertura;Precio máximo;Precio mínimo;Precio promedio;Emisor / nombre
ECOPETROL;2015,0;1,66;15668881881;7797342;33,00;1990,0;2025,0;1990,0;2009,52;ECOPETROL;EQTY
PFBCOLOM;26670,0;0,26;11288120190;423433;70,00;26780,0;26800,0;26500,0;26658,57;BANCO BANCOLOMBIA;EQTY
CEMARGOS;4841,0;2,26;5139194798;1062750;107,00;4800,0;4872,0;4791,0;4835,75;CEMENTOS ARGOS;EQTY
CLH;3225,0;-0,06;4796786828;1487159;-2,00;3227,0;3238,0;3221,0;3225,47;CEMEX LATAM HOLDINGS;EQTY
ISA;23000,0;-0,82;4302630700;186208;-190,00;23150,0;23300,0;22880,0;23106,58;ISA INTERCONEXION ELECTRICA;EQTY
ICOLCAP;12392,0;0,58;3852634700;310336;72,00;12348,5;12453,0;12348,5;12414,4;FONDO BURSATIL ISHARES COLCAP;EQTY
PFAVAL;929,0;0,11;2968044151,6;3191605;1,00;928,0;939,6;928,0;929,95;GRUPO AVAL ACCIONES Y VALORES;EQTY
GRUPOSURA;21600,0;0,47;2122349110;98297;100,00;21500,0;21690,0;21480,0;21591,19;GRUPO SURA;EQTY
BCOLOMBIA;26780,0;1,06;2077719700;77874;280,00;26640,0;26780,0;26450,0;26680,53;BANCO BANCOLOMBIA;EQTY
PFDAVVNDA;27120,0;1,19;1936853450;71488;320,00;26750,0;27290,0;26750,0;27093,41;BANCO DAVIVIENDA;EQTY
CORFICOLCF;28000,0;1,82;1864117230;66783;500,00;27500,0;28200,0;27500,0;27913,05;CORFICOLOMBIANA;EQTY
GEB;2430,0;-0,78;1650407223;678183;-19,00;2450,0;2459,0;2425,0;2433,57;GRUPO ENERGIA BOGOTA;EQTY
GRUPOARGOS;11700,0;0,78;1476747830;125717;90,00;11770,0;11820,0;11700,0;11746,6;GRUPO ARGOS;EQTY
PFGRUPSURA;17140,0;0,88;1392886970;81005;150,00;17180,0;17370,0;17140,0;17195,07;GRUPO SURA;EQTY
CNEC;10650,0;0,47;1329705030;124852;50,00;10640,0;10660,0;10620,0;10650,25;CANACOL ENERGY LTD;EQTY
CELSIA;4381,0;1,88;867518693;199544;81,00;4434,0;4434,0;4320,0;4347,51;CELSIA;EQTY
NUTRESA;22110,0;0,45;786136340;35372;100,00;22450,0;22450,0;22110,0;22224,82;GRUPO NUTRESA;EQTY
PFCORFICOL;22000,0;0,92;627192990;28546;200,00;21890,0;22000,0;21880,0;21971,31;CORFICOLOMBIANA;EQTY
MINEROS;3815,0;0,13;596264857;156998;5,00;3815,0;3820,0;3785,0;3797,91;MINEROS;EQTY
HCOLSEL;11412,0;1,13;570600000;50000;128,00;11412,0;11412,0;11412,0;11412,0;FONDO BURSATIL GLOBAL X COLOMBIA SELECT DE S&P;EQTY
PFCEMARGOS;3990,0;2,31;218555051;55129;90,00;3940,0;3990,0;3900,0;3964,43;CEMENTOS ARGOS;EQTY
BOGOTA;70360,0;1,21;194767960;2787;840,00;70940,0;70940,0;69310,0;69884,45;BANCO DE BOGOTA;EQTY
PFGRUPOARG;9295,0;0,98;144062820;15566;90,00;9300,0;9300,0;9205,0;9254,97;GRUPO ARGOS;EQTY
TERPEL;7945,0;1,08;115055645;14675;85,00;7780,0;7945,0;7780,0;7840,25;ORGANIZACION TERPEL;EQTY
CONCONCRET;342,0;-0,98;107718887,8;315652;-3,40;342,0;343,0;340,8;341,26;CONCONCRETO S.A;EQTY
VILLAS;4500,0;0,00;90000000;20000;0,00;4500,0;4500,0;4500,0;4500,0;BANCO AV VILLAS;EQTY
EXITO;11110,0;2,68;63624030;5742;290,00;11110,0;11110,0;11000,0;11080,46;EXITO;EQTY
GRUBOLIVAR;62000,0;0,49;41044000;662;300,00;62000,0;62000,0;62000,0;62000,0;GRUPO BOLIVAR;EQTY
GRUPOAVAL;924,9;-0,01;27212130;29443;-0,10;924,9;924,9;924,9;924,23;GRUPO AVAL ACCIONES Y VALORES;EQTY
BVC;10820,0;0,19;23185160;2144;20,00;10820,0;10820,0;10820,0;10813,97;BOLSA DE VALORES DE COLOMBIA;EQTY
FABRICATO;0,0;0,00;14400000;3000000;0,00;0,0;0,0;0,0;4,8;FABRICATO;EQTY
ETB;0,0;0,00;8655377;42379;0,00;0,0;0,0;0,0;204,24;ETB;EQTY
PFAVH;0,0;0,00;8348833,7;59332;0,00;0,0;0,0;0,0;140,71;AVIANCA HOLDINGS S.A.;EQTY
BBVACOL;0,0;0,00;4015200;14340;0,00;0,0;0,0;0,0;280,0;BBVA COLOMBIA;EQTY
PROMIGAS;0,0;0,00;1773600;240;0,00;0,0;0,0;0,0;7390,0;PROMIGAS;EQTY
ELCONDOR;0,0;0,00;575000;575;0,00;0,0;0,0;0,0;1000,0;EL CONDOR;EQTY
